"MASE","nmodels","nretro","horizon","meanabsprederr","meanabsnaiveprederr","meanabsfiterr"
0.825833959109102,6,5,1,1.523935,1.84532857142857,1.17139043933172
0.748962178436677,6,5,2,1.45047666666667,1.93664875,1.17781963497048
0.884667271856167,6,5,3,1.40333,1.58628,1.17817685936865
0.970770891754129,6,5,4,2.032105,2.09329,1.16903060587553
1.10217212338697,6,5,5,1.90315166666667,1.72672818181818,1.18716273333243
