"Fleet","Fleet_Name","Yr","Seas","2dAR off","base2026","No age sel","sigma_down.25","sigma_up.25"
19,"F19_JPPL_A35_Q1",2022,1,7.052,6.888,7.515,6.936,6.795
19,"F19_JPPL_A35_Q1",2023,1,19.739,21.452,33.879,21.433,21.752
20,"F20_JPPL_A35_Q2",1994,2,2.59,2.651,2.738,2.574,2.681
20,"F20_JPPL_A35_Q2",1995,2,4.775,4.862,6.327,4.926,4.865
20,"F20_JPPL_A35_Q2",1996,2,14.291,18.77,12.125,15.831,19.672
20,"F20_JPPL_A35_Q2",1997,2,83.722,153.862,19.246,112.128,162.809
20,"F20_JPPL_A35_Q2",1998,2,3.83,3.852,4.553,3.853,3.851
20,"F20_JPPL_A35_Q2",1999,2,20.353,24.303,10.546,20.9,33.196
20,"F20_JPPL_A35_Q2",2000,2,2.753,3.078,3.769,2.874,3.405
20,"F20_JPPL_A35_Q2",2001,2,7.34,8.17,8.846,7.609,8.934
20,"F20_JPPL_A35_Q2",2002,2,16.579,33.177,12.155,20.452,42.131
20,"F20_JPPL_A35_Q2",2003,2,85.897,99.48,20.317,81.149,125.28
20,"F20_JPPL_A35_Q2",2004,2,11.169,15.808,8.353,12.84,17.729
20,"F20_JPPL_A35_Q2",2005,2,6.43,12.951,7.746,8.125,22.954
20,"F20_JPPL_A35_Q2",2006,2,41.724,62.898,21.773,41.935,89.025
20,"F20_JPPL_A35_Q2",2007,2,91.954,58.243,21.07,77.347,62.329
20,"F20_JPPL_A35_Q2",2008,2,14.686,24.05,26.486,16.953,36.165
20,"F20_JPPL_A35_Q2",2009,2,66.63,99.658,196.913,75.187,128.632
20,"F20_JPPL_A35_Q2",2010,2,35.862,45.423,23.899,38.266,44.788
20,"F20_JPPL_A35_Q2",2011,2,24.448,27.262,19.984,25.002,29.376
20,"F20_JPPL_A35_Q2",2012,2,22.034,26.658,28.318,23.236,29.853
20,"F20_JPPL_A35_Q2",2013,2,7.547,18.947,9.394,10.438,25.377
20,"F20_JPPL_A35_Q2",2014,2,20.295,30.105,23.03,23.985,38.894
20,"F20_JPPL_A35_Q2",2015,2,20.873,20.968,14.858,20.751,21.875
20,"F20_JPPL_A35_Q2",2016,2,52.751,83.491,18.463,61.604,129.068
20,"F20_JPPL_A35_Q2",2017,2,34.668,50.064,14.548,34.887,77.903
20,"F20_JPPL_A35_Q2",2018,2,13.004,24.745,8.315,15.262,38.013
20,"F20_JPPL_A35_Q2",2019,2,7.438,8.05,5.331,7.49,9.648
20,"F20_JPPL_A35_Q2",2020,2,20.481,22.463,20.174,21.311,21.1
20,"F20_JPPL_A35_Q2",2021,2,3.655,3.616,2.594,3.598,3.67
20,"F20_JPPL_A35_Q2",2022,2,2.613,2.577,2.491,2.6,2.59
20,"F20_JPPL_A35_Q2",2023,2,59.76,56.84,17.866,59.259,57.372
20,"F20_JPPL_A35_Q2",2024,2,9.85,12.611,15.992,10.764,17.433
21,"F21_JPPL_A35_Q3",1994,3,12.296,12.243,15.091,12.276,12.27
21,"F21_JPPL_A35_Q3",1995,3,15.257,24.676,9.333,18.856,28.545
21,"F21_JPPL_A35_Q3",1996,3,19.907,23.77,20.177,21.643,25.229
21,"F21_JPPL_A35_Q3",1997,3,21.613,24.177,31.756,23.203,24.523
21,"F21_JPPL_A35_Q3",1998,3,12.327,11.351,10.811,11.502,11.526
21,"F21_JPPL_A35_Q3",1999,3,33.427,40.593,31.19,40.37,38.152
21,"F21_JPPL_A35_Q3",2000,3,4.551,4.374,5.593,4.334,4.481
21,"F21_JPPL_A35_Q3",2001,3,54.033,45.016,81.514,43.447,49.661
21,"F21_JPPL_A35_Q3",2002,3,9.869,9.482,8.689,9.544,9.53
21,"F21_JPPL_A35_Q3",2003,3,16.515,30.576,27.853,25.671,33.313
21,"F21_JPPL_A35_Q3",2004,3,7.82,7.827,7.813,7.898,7.887
21,"F21_JPPL_A35_Q3",2005,3,6.265,7.158,6.576,6.586,7.47
21,"F21_JPPL_A35_Q3",2006,3,5.204,5.658,4.425,5.41,6.557
21,"F21_JPPL_A35_Q3",2007,3,15.264,17.731,13.407,18.027,16.975
21,"F21_JPPL_A35_Q3",2008,3,21.844,19.862,15.153,20.827,19.692
21,"F21_JPPL_A35_Q3",2009,3,15.367,15.544,10.666,15.585,16.527
21,"F21_JPPL_A35_Q3",2010,3,4.566,4.75,4.591,4.664,4.797
21,"F21_JPPL_A35_Q3",2011,3,6.656,6.949,7.525,6.82,7.126
21,"F21_JPPL_A35_Q3",2012,3,11.733,21.642,9.029,16.758,26.209
21,"F21_JPPL_A35_Q3",2013,3,3.629,3.771,3.718,3.749,3.79
21,"F21_JPPL_A35_Q3",2014,3,33.161,73.85,19.34,57.519,83.653
21,"F21_JPPL_A35_Q3",2015,3,9.034,15.878,7.325,12.557,18.538
21,"F21_JPPL_A35_Q3",2016,3,9.043,15.176,7.726,11.754,19.314
21,"F21_JPPL_A35_Q3",2017,3,6.02,21.105,5.051,12.748,26.335
21,"F21_JPPL_A35_Q3",2018,3,5.73,9.844,5.174,6.996,16.097
21,"F21_JPPL_A35_Q3",2019,3,4.064,8.485,3.676,5.606,11.27
21,"F21_JPPL_A35_Q3",2021,3,8.532,10.505,5.171,9.806,12.385
21,"F21_JPPL_A35_Q3",2023,3,6.562,8.357,4.94,7.926,8.572
21,"F21_JPPL_A35_Q3",2024,3,23.001,22.494,19.402,22.509,22.961
22,"F22_JPPL_A35_Q4",1994,4,7.832,7.665,8.026,7.954,7.42
22,"F22_JPPL_A35_Q4",1995,4,14.756,14.14,7.837,14.492,13.709
22,"F22_JPPL_A35_Q4",1997,4,4.863,4.858,4.717,4.866,4.859
22,"F22_JPPL_A35_Q4",2002,4,8.049,8.78,5.58,8.685,8.736
22,"F22_JPPL_A35_Q4",2003,4,37.257,38.113,19.215,38.1,37.649
22,"F22_JPPL_A35_Q4",2005,4,8.136,8.207,5.908,8.201,8.187
22,"F22_JPPL_A35_Q4",2009,4,4.523,4.506,4.929,4.512,4.504
22,"F22_JPPL_A35_Q4",2019,4,5.046,6.357,3.595,5.661,6.735
22,"F22_JPPL_A35_Q4",2020,4,1.209,1.184,1.315,1.19,1.183
23,"F23_JPPL_A24",1994,2,8.695,8.88,8.952,8.654,8.958
23,"F23_JPPL_A24",1996,2,9.924,9.6,9.377,9.255,9.417
23,"F23_JPPL_A24",1997,2,7.053,7.307,6.618,6.797,7.573
23,"F23_JPPL_A24",2002,1,13.993,13.542,14.042,13.775,13.489
23,"F23_JPPL_A24",2002,2,6.582,6.325,6.346,6.443,6.22
23,"F23_JPPL_A24",2002,4,11.917,11.494,11.361,11.753,11.298
23,"F23_JPPL_A24",2003,1,20.523,18.465,19.355,19.533,17.88
23,"F23_JPPL_A24",2003,2,12.394,12.993,13.009,12.659,13.255
23,"F23_JPPL_A24",2003,4,11.988,13.811,11.9,12.922,14.326
23,"F23_JPPL_A24",2004,1,68.904,80.397,74.916,73.678,85.896
23,"F23_JPPL_A24",2004,2,25.76,21.737,25.402,23.39,20.863
23,"F23_JPPL_A24",2005,1,3.602,3.681,3.585,3.638,3.715
23,"F23_JPPL_A24",2005,2,3.836,3.911,3.844,3.858,3.956
23,"F23_JPPL_A24",2006,2,15.464,14.615,14.758,14.994,14.354
23,"F23_JPPL_A24",2007,2,4.943,5.21,5.017,5.117,5.256
23,"F23_JPPL_A24",2009,2,11.943,12.224,12.442,12.033,12.364
23,"F23_JPPL_A24",2010,2,10.392,10.217,10.772,10.348,10.079
23,"F23_JPPL_A24",2011,2,15.705,17.076,16.091,16.348,17.55
23,"F23_JPPL_A24",2011,3,6.863,7.329,6.965,7.171,7.457
23,"F23_JPPL_A24",2013,2,6.099,5.942,5.992,5.958,5.951
23,"F23_JPPL_A24",2015,2,9.463,8.906,9.359,8.962,8.899
23,"F23_JPPL_A24",2015,3,11.139,11.27,10.945,11.023,11.448
23,"F23_JPPL_A24",2015,4,7.423,7.508,7.352,7.393,7.591
23,"F23_JPPL_A24",2017,2,11.966,11.937,11.916,12.303,11.5
23,"F23_JPPL_A24",2021,2,10.095,10.33,10.214,10.243,10.364
24,"F24_USLL_A35",1994,4,16.839,19.037,18.877,18.899,19.597
24,"F24_USLL_A35",1995,1,23.868,27.676,27.704,26.467,29.229
24,"F24_USLL_A35",1995,2,21.167,24.565,24.886,24.437,25.857
24,"F24_USLL_A35",1996,3,11.064,11.317,10.261,10.751,11.507
24,"F24_USLL_A35",1996,4,34.673,38.657,31.261,32.832,41.247
24,"F24_USLL_A35",1997,1,15.495,17.127,14.722,15.546,18.17
24,"F24_USLL_A35",1997,2,10.565,11.595,10.209,10.687,12.254
24,"F24_USLL_A35",1997,4,63.983,63.381,67.772,66.057,60.802
24,"F24_USLL_A35",1998,1,9.722,10.162,9.491,9.879,10.341
24,"F24_USLL_A35",1998,3,18.741,18.517,18.415,18.522,18.396
24,"F24_USLL_A35",1998,4,79.321,67.368,87.159,76.672,62.239
24,"F24_USLL_A35",1999,1,59.821,57.349,62.228,59.423,56.329
24,"F24_USLL_A35",1999,2,10.13,10.013,10.168,10.08,9.906
24,"F24_USLL_A35",1999,4,51.374,53.716,49.902,52.234,54.718
24,"F24_USLL_A35",2000,1,86.746,91.306,86.978,88.124,94.562
24,"F24_USLL_A35",2000,2,11.225,11.424,11.588,11.314,11.465
24,"F24_USLL_A35",2000,4,65.183,76.085,68.507,70.724,81.18
24,"F24_USLL_A35",2001,1,33.729,38.045,35.559,36.056,39.53
24,"F24_USLL_A35",2004,4,58.936,59.358,60.509,57.9,60.554
24,"F24_USLL_A35",2005,1,17.919,17.702,17.825,17.482,17.96
24,"F24_USLL_A35",2005,2,11.082,11.26,11.242,11.181,11.293
24,"F24_USLL_A35",2005,4,52.539,50.15,50.421,49.711,51.149
24,"F24_USLL_A35",2006,1,151.681,145.451,144.898,141.247,152.647
24,"F24_USLL_A35",2007,1,89.999,99.993,98.048,92.175,103.207
24,"F24_USLL_A35",2007,4,34.633,34.846,36.628,35.551,34.129
24,"F24_USLL_A35",2008,1,81.93,79.435,90.597,82.999,76.391
24,"F24_USLL_A35",2008,2,9.134,8.878,9.182,9.017,8.776
24,"F24_USLL_A35",2008,4,90.725,101.071,90.666,94.28,106.849
24,"F24_USLL_A35",2009,1,40.808,42.536,40.69,41.135,43.84
24,"F24_USLL_A35",2009,2,9.109,9.216,9.21,9.14,9.286
24,"F24_USLL_A35",2009,3,10.413,10.448,10.151,10.463,10.414
24,"F24_USLL_A35",2009,4,20.295,20.31,20.29,20.251,20.339
24,"F24_USLL_A35",2010,1,93.297,91.908,93.748,90.428,92.909
24,"F24_USLL_A35",2010,2,5.226,5.266,5.223,5.255,5.275
24,"F24_USLL_A35",2010,3,12.775,13.184,12.807,13.014,13.328
24,"F24_USLL_A35",2010,4,53.833,50.21,54.301,52.049,48.505
24,"F24_USLL_A35",2011,1,63.568,57.526,61.228,59.773,55.4
24,"F24_USLL_A35",2011,2,5.554,5.565,5.551,5.563,5.569
24,"F24_USLL_A35",2011,4,61.198,61.614,62.916,59.97,62.647
24,"F24_USLL_A35",2012,1,294.984,278.176,309.413,279.798,274.229
24,"F24_USLL_A35",2012,2,4.539,4.481,4.518,4.503,4.459
24,"F24_USLL_A35",2012,3,29.594,29.916,29.214,29.289,30.185
24,"F24_USLL_A35",2012,4,28.757,28.074,28.187,28.089,27.941
24,"F24_USLL_A35",2013,1,9.94,9.275,9.82,9.491,9.142
24,"F24_USLL_A35",2013,2,10.733,11.242,10.8,11,11.396
24,"F24_USLL_A35",2013,4,28.36,28.863,29.815,28.436,29.062
24,"F24_USLL_A35",2014,1,78.69,79.976,83.812,82.389,78.395
24,"F24_USLL_A35",2014,2,8.761,9.227,8.952,9,9.343
24,"F24_USLL_A35",2014,4,11.077,10.795,11.138,10.783,10.819
24,"F24_USLL_A35",2015,1,31.964,32.541,31.515,33.787,31.43
24,"F24_USLL_A35",2015,2,3.827,3.865,3.838,3.824,3.886
24,"F24_USLL_A35",2015,3,8.458,8.64,8.536,8.5,8.725
24,"F24_USLL_A35",2016,1,16.456,16.42,16.529,16.392,16.428
24,"F24_USLL_A35",2016,3,7.861,8.064,7.908,7.891,8.193
24,"F24_USLL_A35",2016,4,11.839,12.148,11.884,11.86,12.375
24,"F24_USLL_A35",2017,1,26.231,27.484,26.016,26.82,27.76
24,"F24_USLL_A35",2017,4,17.429,17.539,17.292,17.803,17.095
24,"F24_USLL_A35",2018,1,25.791,27.396,24.965,26.856,27.525
24,"F24_USLL_A35",2019,1,8.417,8.176,8.499,8.295,8.063
24,"F24_USLL_A35",2020,1,32.617,31.879,33.345,32.396,31.286
24,"F24_USLL_A35",2020,3,16.12,16.788,16.696,16.497,17.041
24,"F24_USLL_A35",2020,4,4.774,4.847,4.756,4.825,4.855
24,"F24_USLL_A35",2021,1,24.719,25.609,24.489,25.381,25.708
24,"F24_USLL_A35",2021,2,22.882,23.163,22.514,23.16,23.148
24,"F24_USLL_A35",2021,4,34.439,39.361,34.823,37.578,40.148
24,"F24_USLL_A35",2022,1,15.384,15.607,15.464,15.51,15.658
24,"F24_USLL_A35",2022,4,28.465,31.893,30.041,30.506,32.658
24,"F24_USLL_A35",2023,1,33.717,28.09,32.242,29.923,27.348
24,"F24_USLL_A35",2023,2,46.086,59.293,47.106,54.88,60.601
24,"F24_USLL_A35",2023,4,7.651,7.593,7.521,7.657,7.537
24,"F24_USLL_A35",2024,1,41.507,46.229,40.929,44.84,46.441
24,"F24_USLL_A35",2024,4,30.138,27.912,30.418,29.157,27.01
25,"F25_USLL_A24",1994,1,33.687,33.977,33.431,34.551,33.758
25,"F25_USLL_A24",1994,2,11.017,10.701,10.913,10.633,10.713
25,"F25_USLL_A24",1994,3,60.526,54.348,58.854,52.989,54.192
25,"F25_USLL_A24",1994,4,31.328,34.154,32.059,35.296,33.839
25,"F25_USLL_A24",1995,1,90.481,91.832,90.654,86.22,96.432
25,"F25_USLL_A24",1995,2,73.579,76.875,74.758,75.661,77.843
25,"F25_USLL_A24",1995,3,36.242,39.022,37.23,38.907,39.44
25,"F25_USLL_A24",1995,4,21.414,22.688,21.856,22.235,23.244
25,"F25_USLL_A24",1996,1,118.847,124.971,122.874,133.928,117.534
25,"F25_USLL_A24",1996,2,69.277,76.555,76.286,80.285,74.77
25,"F25_USLL_A24",1996,3,45.586,49.4,48.51,49.779,49.763
25,"F25_USLL_A24",1996,4,140.88,154.882,145.765,146.096,167.836
25,"F25_USLL_A24",1997,1,113.591,129.872,134.063,139.414,127.02
25,"F25_USLL_A24",1997,2,40.688,45.478,46.335,46.814,46.047
25,"F25_USLL_A24",1997,3,6.554,6.748,6.829,6.846,6.723
25,"F25_USLL_A24",1997,4,23.346,24.556,24.317,24.53,25.333
25,"F25_USLL_A24",1998,1,49.287,53.339,54.72,54.982,54.001
25,"F25_USLL_A24",1998,2,19.056,20.289,20.422,20.6,20.506
25,"F25_USLL_A24",1998,3,34.094,36.198,38.281,37.977,36.136
25,"F25_USLL_A24",1998,4,40.808,39.253,44.555,42.155,37.517
25,"F25_USLL_A24",1999,1,51.584,46.844,55.314,51.334,43.729
25,"F25_USLL_A24",1999,2,19.978,21.372,20.759,21.253,21.929
25,"F25_USLL_A24",1999,3,58.494,62.201,58.565,60.384,63.975
25,"F25_USLL_A24",1999,4,32.336,28.529,33.52,31.299,26.433
25,"F25_USLL_A24",2000,1,34.078,30.949,35.267,33.631,29.009
25,"F25_USLL_A24",2000,2,33.409,35.004,33.083,33.788,35.843
25,"F25_USLL_A24",2000,4,136.962,172.61,134.653,146.16,196.656
25,"F25_USLL_A24",2001,2,36.263,40.922,35.864,36.91,44.423
25,"F25_USLL_A24",2001,3,214.552,235.62,221.292,218.35,241.864
25,"F25_USLL_A24",2001,4,78.774,75.78,81.572,79.812,72.205
25,"F25_USLL_A24",2002,1,117.699,125.29,120.482,116.918,130.356
25,"F25_USLL_A24",2002,2,49.348,50.575,51.046,48.857,51.486
25,"F25_USLL_A24",2002,3,86.873,92.648,86.987,87.622,96.33
25,"F25_USLL_A24",2002,4,90.142,93.9,84.778,92.601,96.618
25,"F25_USLL_A24",2003,1,60.497,60.736,62.857,59.893,60.706
25,"F25_USLL_A24",2003,2,90.896,86.113,95.66,87.975,83.575
25,"F25_USLL_A24",2003,3,45.297,48.068,43.752,46.532,49.732
25,"F25_USLL_A24",2003,4,14.631,15.81,14.683,15.176,16.386
25,"F25_USLL_A24",2004,1,456.489,407.563,520.012,438.241,369.785
25,"F25_USLL_A24",2004,2,99.402,114.91,106.854,106.68,120.934
25,"F25_USLL_A24",2004,3,10.444,11.115,10.73,10.748,11.447
25,"F25_USLL_A24",2004,4,7.877,8.315,8.082,8.071,8.535
25,"F25_USLL_A24",2005,1,27.507,29.4,28.745,28.266,30.555
25,"F25_USLL_A24",2005,2,30.351,33.331,31.566,31.562,35.132
25,"F25_USLL_A24",2005,3,41.694,45.935,43.367,43.382,48.601
25,"F25_USLL_A24",2005,4,21.75,21.663,22.491,21.546,22.033
25,"F25_USLL_A24",2006,1,80.495,82.594,83.987,80.841,85.166
25,"F25_USLL_A24",2006,2,114.279,131.499,115.28,122.612,138.386
25,"F25_USLL_A24",2006,3,80.46,84.613,82.268,81.978,87.485
25,"F25_USLL_A24",2006,4,17.919,17.547,18.114,17.667,17.554
25,"F25_USLL_A24",2007,1,70.65,74.972,69.9,73.45,75.234
25,"F25_USLL_A24",2007,2,58.252,57.498,57.037,58.47,56.068
25,"F25_USLL_A24",2007,3,117.779,114.224,121.606,114.506,116.497
25,"F25_USLL_A24",2007,4,164.691,159.716,174.605,158.541,165.681
25,"F25_USLL_A24",2008,1,58.045,61.148,56.63,60.254,60.602
25,"F25_USLL_A24",2008,2,95.848,101.094,92.878,99.415,100.501
25,"F25_USLL_A24",2008,3,11.639,11.639,11.591,11.65,11.617
25,"F25_USLL_A24",2008,4,27.26,27.41,28.375,27.161,27.846
25,"F25_USLL_A24",2009,1,27.91,28.967,29.082,28.449,29.385
25,"F25_USLL_A24",2009,2,68.914,70.192,71.687,69.118,71.471
25,"F25_USLL_A24",2009,4,15.353,15.698,15.526,15.55,15.784
25,"F25_USLL_A24",2010,1,44.643,49.836,47.678,47.348,51.584
25,"F25_USLL_A24",2010,2,144.662,121.997,137.278,131.656,116.617
25,"F25_USLL_A24",2010,4,63.157,71.518,67.293,67.386,74.148
25,"F25_USLL_A24",2011,1,119.332,122.481,127.59,121.294,121.984
25,"F25_USLL_A24",2011,2,133.041,114.514,127.757,123.595,108.878
25,"F25_USLL_A24",2011,3,31.084,32.258,32.715,31.706,32.481
25,"F25_USLL_A24",2011,4,22.479,24.171,23.752,23.284,24.739
25,"F25_USLL_A24",2012,1,102.814,107.889,112.06,105.66,108.643
25,"F25_USLL_A24",2012,2,86.615,99.814,93.067,92.287,105.446
25,"F25_USLL_A24",2012,3,24.622,25.63,25.664,25.057,25.901
25,"F25_USLL_A24",2012,4,46.163,49.473,49.494,47.544,50.516
25,"F25_USLL_A24",2013,1,125.668,140.941,140.217,131.673,146.232
25,"F25_USLL_A24",2013,2,112.177,107.209,106.921,110.794,105.366
25,"F25_USLL_A24",2013,3,22.78,23.536,23.374,23.165,23.79
25,"F25_USLL_A24",2013,4,49.111,53.037,51.999,50.758,54.614
25,"F25_USLL_A24",2014,1,49.485,49.432,49.54,49.816,49.177
25,"F25_USLL_A24",2014,2,112.829,117.059,114.629,114.144,118.878
25,"F25_USLL_A24",2014,3,35.109,37.404,36.815,36.336,38.185
25,"F25_USLL_A24",2014,4,17.78,18.108,18.022,17.97,18.201
25,"F25_USLL_A24",2015,1,95.113,97.462,97.708,96.942,97.718
25,"F25_USLL_A24",2015,2,171.44,186.301,190.441,180.7,189.57
25,"F25_USLL_A24",2015,3,23.151,23.789,23.91,23.506,24
25,"F25_USLL_A24",2015,4,46.993,47.322,48.094,47.377,47.191
25,"F25_USLL_A24",2016,1,171.471,153.271,165.694,163.52,146.562
25,"F25_USLL_A24",2016,2,311.414,297.981,288.406,304.75,288.885
25,"F25_USLL_A24",2016,3,135.785,143.556,135.302,138.296,146.24
25,"F25_USLL_A24",2016,4,9.468,9.199,9.349,9.371,9.083
25,"F25_USLL_A24",2017,1,36.175,34.844,35.794,36.326,33.777
25,"F25_USLL_A24",2017,2,22.97,22.416,22.991,23.095,21.944
25,"F25_USLL_A24",2017,3,18.273,17.849,17.718,18.019,17.66
25,"F25_USLL_A24",2018,1,18.497,18.201,18.01,18.295,18.032
25,"F25_USLL_A24",2018,2,29.58,28.932,29.806,29.735,28.234
25,"F25_USLL_A24",2018,3,26.336,26.251,26.839,26.913,25.757
25,"F25_USLL_A24",2018,4,36.297,35.199,35.25,35.504,34.707
25,"F25_USLL_A24",2019,1,18.382,17.984,18.251,18.308,17.688
25,"F25_USLL_A24",2019,2,15.394,15.139,15.634,15.531,14.827
25,"F25_USLL_A24",2019,3,25.943,25.48,25.067,25.165,25.608
25,"F25_USLL_A24",2019,4,14.682,14.591,14.329,14.381,14.728
25,"F25_USLL_A24",2020,1,26.75,26.704,27.277,27.22,26.298
25,"F25_USLL_A24",2020,3,33.844,34.04,32.502,33.026,34.786
25,"F25_USLL_A24",2020,4,6.535,6.558,6.46,6.503,6.593
25,"F25_USLL_A24",2021,1,28.342,29.206,27.77,28.411,29.769
25,"F25_USLL_A24",2021,3,24.491,27.059,24.567,25.498,28.351
25,"F25_USLL_A24",2021,4,27.835,31.764,28.385,29.516,33.641
25,"F25_USLL_A24",2022,1,43.889,50.789,44.92,46.865,53.975
25,"F25_USLL_A24",2022,2,36.61,35.064,36.258,35.894,34.267
25,"F25_USLL_A24",2022,3,72.565,82.216,73.628,77.157,85.601
25,"F25_USLL_A24",2022,4,50.571,50.24,49.442,50.853,49.493
25,"F25_USLL_A24",2023,1,44.149,36.536,41.83,40.74,33.861
25,"F25_USLL_A24",2023,2,26.14,24.953,25.624,25.68,24.377
25,"F25_USLL_A24",2023,3,37.712,39.902,38.065,39.032,40.096
25,"F25_USLL_A24",2023,4,33.286,29.472,32.376,31.765,27.907
25,"F25_USLL_A24",2024,2,29.906,29.302,29.776,30.022,28.631
25,"F25_USLL_A24",2024,3,26.75,26.226,26.898,26.834,25.704
25,"F25_USLL_A24",2024,4,30.169,29.702,30.304,30.363,29.1
26,"F26_TWLL_A35",2003,1,21.673,20.555,21.273,21.323,19.915
26,"F26_TWLL_A35",2003,3,3.48,3.297,3.46,3.374,3.259
26,"F26_TWLL_A35",2003,4,16.064,18.451,16.771,17.397,19.123
26,"F26_TWLL_A35",2004,1,98.237,87.395,89.512,93.018,83.449
26,"F26_TWLL_A35",2004,3,50.522,57.6,51.228,54.354,59.737
26,"F26_TWLL_A35",2004,4,115.033,103.024,126.708,109.325,97.54
26,"F26_TWLL_A35",2005,1,70.279,65.526,69.914,69.212,62.213
26,"F26_TWLL_A35",2005,3,6.673,6.662,6.805,6.643,6.683
26,"F26_TWLL_A35",2005,4,99.813,94.529,88.264,95.445,94.072
26,"F26_TWLL_A35",2006,1,51.722,49.569,47.731,47.85,51.455
26,"F26_TWLL_A35",2006,2,125.069,117.746,118.639,113.101,121.898
26,"F26_TWLL_A35",2006,3,11.604,11.73,11.541,11.782,11.66
26,"F26_TWLL_A35",2006,4,73.618,76.698,76.76,72.388,78.842
26,"F26_TWLL_A35",2007,1,197.338,209.565,209.7,193.659,216.185
26,"F26_TWLL_A35",2007,2,26.903,27.694,26.93,26.783,28.152
26,"F26_TWLL_A35",2007,4,102.61,110.477,97.366,108.236,109.59
26,"F26_TWLL_A35",2008,1,76.86,82.049,70.58,80.632,81.311
26,"F26_TWLL_A35",2008,2,45.268,48.507,42.566,47.418,48.555
26,"F26_TWLL_A35",2008,3,13.127,13.799,12.814,13.517,13.932
26,"F26_TWLL_A35",2008,4,32.51,31.669,33.447,32.714,30.905
26,"F26_TWLL_A35",2009,1,110.516,127.36,107.623,120.715,130.568
26,"F26_TWLL_A35",2009,4,14.122,14.827,14.069,14.483,15.119
26,"F26_TWLL_A35",2010,1,97.321,96.198,93.638,95.58,96.29
26,"F26_TWLL_A35",2010,2,16.629,15.771,16.041,16.082,15.478
26,"F26_TWLL_A35",2010,3,21.969,23.058,22.705,22.831,23.347
26,"F26_TWLL_A35",2010,4,35.716,36.611,37.348,36.932,36.441
26,"F26_TWLL_A35",2011,1,50.452,48.904,50.209,49.97,47.892
26,"F26_TWLL_A35",2011,2,4.281,4.266,4.252,4.244,4.277
26,"F26_TWLL_A35",2011,3,23.894,23.38,24.139,23.137,23.452
26,"F26_TWLL_A35",2011,4,29.877,28.764,30.189,28.876,28.607
26,"F26_TWLL_A35",2012,1,90.815,88.612,95.447,90.755,87.652
26,"F26_TWLL_A35",2012,4,48.6,52.54,50.002,49.913,54.669
26,"F26_TWLL_A35",2013,1,65.015,74.648,67.894,69.618,78.664
26,"F26_TWLL_A35",2013,4,50.68,62.517,56.464,57.345,65.95
26,"F26_TWLL_A35",2014,1,66.347,83.518,76.232,75.387,88.616
26,"F26_TWLL_A35",2014,4,35.221,35.785,36.037,34.086,36.962
26,"F26_TWLL_A35",2015,1,23.667,23.278,22.968,23.894,22.955
26,"F26_TWLL_A35",2015,4,25.218,25.756,25.906,24.608,26.691
26,"F26_TWLL_A35",2016,1,29.362,27.11,29.503,28.053,26.423
26,"F26_TWLL_A35",2016,2,7.102,6.897,7.083,7.032,6.782
26,"F26_TWLL_A35",2016,4,21.094,22.38,21.066,22.034,22.392
26,"F26_TWLL_A35",2017,1,37.954,35.73,38.119,36.099,35.858
26,"F26_TWLL_A35",2017,4,44.206,45.524,45.361,46.469,43.649
26,"F26_TWLL_A35",2018,1,110.991,107.03,101.09,107.303,107.802
26,"F26_TWLL_A35",2018,4,77.212,68.361,82.725,73.221,64.552
26,"F26_TWLL_A35",2019,1,232.434,182.689,253.009,205.73,167.686
26,"F26_TWLL_A35",2019,4,204.747,196.068,184.948,204.052,184.349
26,"F26_TWLL_A35",2020,1,38.809,38.505,42.644,37.896,38.79
26,"F26_TWLL_A35",2020,2,5.727,5.646,5.829,5.652,5.628
26,"F26_TWLL_A35",2020,4,336.549,367.228,335.191,348.746,375.045
26,"F26_TWLL_A35",2021,1,45.218,43.05,45.474,43.904,42.333
26,"F26_TWLL_A35",2021,2,33.451,35.3,33.676,34.512,35.975
26,"F26_TWLL_A35",2021,3,5.814,5.72,5.713,5.751,5.693
26,"F26_TWLL_A35",2021,4,59.954,54.911,60.435,55.976,54.682
26,"F26_TWLL_A35",2022,1,47.944,43.264,47.349,44.152,43.29
26,"F26_TWLL_A35",2022,2,58.625,70.104,61.935,64.937,73.252
26,"F26_TWLL_A35",2022,4,36.28,47.403,37.021,43.283,48.722
26,"F26_TWLL_A35",2023,1,25.749,29.021,26.783,27.782,29.486
26,"F26_TWLL_A35",2023,2,3.159,3.181,3.222,3.161,3.197
26,"F26_TWLL_A35",2023,4,143.422,199.334,131.034,181.688,198.544
26,"F26_TWLL_A35",2024,1,113.705,132.849,125.163,118.319,143.074
26,"F26_TWLL_A35",2024,2,32.993,36.499,31.407,35.388,36.602
26,"F26_TWLL_A35",2024,3,30.869,29.116,30.795,30.223,28.516
26,"F26_TWLL_A35",2024,4,89.849,100.849,95.004,92.383,106.321
29,"F29_CNLL_A35",2013,3,180.233,307.993,162.906,248.504,325.454
29,"F29_CNLL_A35",2014,3,28.015,29.009,34.346,28.74,28.548
29,"F29_CNLL_A35",2017,3,9.805,11.063,9.041,10.46,11.443
29,"F29_CNLL_A35",2018,3,9.975,11.148,9.016,10.592,11.509
29,"F29_CNLL_A35",2020,3,114.133,250.856,116.181,163.92,320.278
30,"F30_CNLL_A24",1997,3,29.858,32.219,26.622,28.77,34.766
30,"F30_CNLL_A24",1998,3,6.961,7.067,6.81,6.953,7.172
