"Fleet","Fleet_Name","Yr","Seas","base_F26","F1_F20","F20_F24","F20_F26","F26_F34"
19,"F19_JPPL_A35_Q1",2002,1,25.979,26.256,27.073,26.172,25.972
19,"F19_JPPL_A35_Q1",2004,1,35.687,34.505,35.055,30.983,35.696
19,"F19_JPPL_A35_Q1",2005,1,16.21,15.757,16.224,14.889,16.211
19,"F19_JPPL_A35_Q1",2007,1,7.953,7.911,7.811,7.985,7.954
19,"F19_JPPL_A35_Q1",2022,1,6.888,6.983,6.799,7.582,6.888
19,"F19_JPPL_A35_Q1",2023,1,21.452,21.808,21.123,22.477,21.456
20,"F20_JPPL_A35_Q2",1994,2,2.651,2.68,2.661,2.647,2.651
20,"F20_JPPL_A35_Q2",1995,2,4.862,4.822,4.868,4.863,4.861
20,"F20_JPPL_A35_Q2",1996,2,18.77,18.759,18.803,18.758,18.77
20,"F20_JPPL_A35_Q2",1997,2,153.862,154.077,149.304,155.589,153.881
20,"F20_JPPL_A35_Q2",1998,2,3.852,3.853,3.857,3.85,3.852
20,"F20_JPPL_A35_Q2",1999,2,24.303,24.284,23.924,24.462,24.301
20,"F20_JPPL_A35_Q2",2000,2,3.078,3.079,3.105,3.068,3.078
20,"F20_JPPL_A35_Q2",2001,2,8.17,8.169,8.21,8.153,8.169
20,"F20_JPPL_A35_Q2",2002,2,33.177,33.19,33.489,33.032,33.164
20,"F20_JPPL_A35_Q2",2003,2,99.48,99.582,97.513,100.266,99.509
20,"F20_JPPL_A35_Q2",2004,2,15.808,15.801,16.006,15.735,15.805
20,"F20_JPPL_A35_Q2",2005,2,12.951,12.948,13.004,12.91,12.944
20,"F20_JPPL_A35_Q2",2006,2,62.898,62.9,61.938,63.291,62.922
20,"F20_JPPL_A35_Q2",2007,2,58.243,58.05,52.267,61.041,58.246
20,"F20_JPPL_A35_Q2",2008,2,24.05,24.047,23.964,24.084,24.048
20,"F20_JPPL_A35_Q2",2009,2,99.658,99.613,100.486,99.394,99.655
20,"F20_JPPL_A35_Q2",2010,2,45.423,45.415,45.055,45.552,45.424
20,"F20_JPPL_A35_Q2",2011,2,27.262,27.271,26.934,27.404,27.264
20,"F20_JPPL_A35_Q2",2012,2,26.658,26.666,26.802,26.584,26.657
20,"F20_JPPL_A35_Q2",2013,2,18.947,18.95,19.196,18.843,18.945
20,"F20_JPPL_A35_Q2",2014,2,30.105,30.116,30.388,29.984,30.104
20,"F20_JPPL_A35_Q2",2015,2,20.968,20.968,20.959,20.975,20.968
20,"F20_JPPL_A35_Q2",2016,2,83.491,83.481,82.844,83.796,83.494
20,"F20_JPPL_A35_Q2",2017,2,50.064,50.072,50.68,49.86,50.062
20,"F20_JPPL_A35_Q2",2018,2,24.745,24.745,24.978,24.657,24.744
20,"F20_JPPL_A35_Q2",2019,2,8.05,8.05,7.984,8.078,8.05
20,"F20_JPPL_A35_Q2",2020,2,22.463,22.465,22.189,22.568,22.465
20,"F20_JPPL_A35_Q2",2021,2,3.616,3.617,3.603,3.621,3.616
20,"F20_JPPL_A35_Q2",2022,2,2.577,2.577,2.579,2.576,2.577
20,"F20_JPPL_A35_Q2",2023,2,56.84,56.864,55.931,57.207,56.847
20,"F20_JPPL_A35_Q2",2024,2,12.611,12.61,12.657,12.595,12.61
21,"F21_JPPL_A35_Q3",1994,3,12.243,12.315,12.327,12.219,12.24
21,"F21_JPPL_A35_Q3",1995,3,24.676,25.446,24.828,24.568,24.681
21,"F21_JPPL_A35_Q3",1996,3,23.77,23.778,23.71,23.786,23.762
21,"F21_JPPL_A35_Q3",1997,3,24.177,24.201,24.157,24.168,24.161
21,"F21_JPPL_A35_Q3",1998,3,11.351,11.359,11.389,11.331,11.35
21,"F21_JPPL_A35_Q3",1999,3,40.593,40.489,39.084,41.254,40.589
21,"F21_JPPL_A35_Q3",2000,3,4.374,4.375,4.401,4.36,4.374
21,"F21_JPPL_A35_Q3",2001,3,45.016,44.995,45.625,44.659,45.022
21,"F21_JPPL_A35_Q3",2002,3,9.482,9.483,9.446,9.494,9.479
21,"F21_JPPL_A35_Q3",2003,3,30.576,30.57,30.406,30.693,30.6
21,"F21_JPPL_A35_Q3",2004,3,7.827,7.828,7.864,7.801,7.824
21,"F21_JPPL_A35_Q3",2005,3,7.158,7.159,7.167,7.151,7.157
21,"F21_JPPL_A35_Q3",2006,3,5.658,5.654,5.589,5.694,5.659
21,"F21_JPPL_A35_Q3",2007,3,17.731,17.708,17.347,17.919,17.727
21,"F21_JPPL_A35_Q3",2008,3,19.862,19.864,19.705,19.954,19.873
21,"F21_JPPL_A35_Q3",2009,3,15.544,15.537,15.316,15.676,15.552
21,"F21_JPPL_A35_Q3",2010,3,4.75,4.75,4.768,4.74,4.749
21,"F21_JPPL_A35_Q3",2011,3,6.949,6.948,6.947,6.946,6.949
21,"F21_JPPL_A35_Q3",2012,3,21.642,21.625,21.23,21.846,21.64
21,"F21_JPPL_A35_Q3",2013,3,3.771,3.771,3.775,3.767,3.77
21,"F21_JPPL_A35_Q3",2014,3,73.85,73.778,71.426,74.96,73.854
21,"F21_JPPL_A35_Q3",2015,3,15.878,15.868,15.802,15.911,15.875
21,"F21_JPPL_A35_Q3",2016,3,15.176,15.169,14.83,15.351,15.178
21,"F21_JPPL_A35_Q3",2017,3,21.105,21.097,21.4,20.964,21.102
21,"F21_JPPL_A35_Q3",2018,3,9.844,9.835,9.733,9.897,9.845
21,"F21_JPPL_A35_Q3",2019,3,8.485,8.481,8.481,8.485,8.484
21,"F21_JPPL_A35_Q3",2021,3,10.505,10.496,10.276,10.624,10.506
21,"F21_JPPL_A35_Q3",2023,3,8.357,8.343,8.17,8.449,8.358
21,"F21_JPPL_A35_Q3",2024,3,22.494,22.489,22.552,22.467,22.502
22,"F22_JPPL_A35_Q4",1994,4,7.665,7.582,7.695,7.69,7.688
22,"F22_JPPL_A35_Q4",1995,4,14.14,14.133,14.034,14.137,14.105
22,"F22_JPPL_A35_Q4",1997,4,4.858,4.859,4.867,4.862,4.864
22,"F22_JPPL_A35_Q4",2002,4,8.78,8.786,8.954,8.79,8.844
22,"F22_JPPL_A35_Q4",2003,4,38.113,38.078,37.355,37.87,37.692
22,"F22_JPPL_A35_Q4",2005,4,8.207,8.207,8.192,8.202,8.199
22,"F22_JPPL_A35_Q4",2009,4,4.506,4.506,4.512,4.507,4.509
22,"F22_JPPL_A35_Q4",2019,4,6.357,6.366,6.384,6.356,6.365
22,"F22_JPPL_A35_Q4",2020,4,1.184,1.184,1.18,1.184,1.183
23,"F23_JPPL_A24",1994,2,8.88,8.963,9.009,8.926,8.881
23,"F23_JPPL_A24",1996,2,9.6,10.008,9.558,9.566,9.601
23,"F23_JPPL_A24",1997,2,7.307,7.358,7.382,7.263,7.308
23,"F23_JPPL_A24",2002,1,13.542,13.476,13.581,13.503,13.543
23,"F23_JPPL_A24",2002,2,6.325,6.331,6.293,6.334,6.325
23,"F23_JPPL_A24",2002,4,11.494,11.451,11.497,11.471,11.494
23,"F23_JPPL_A24",2003,1,18.465,18.356,18.32,18.511,18.465
23,"F23_JPPL_A24",2003,2,12.993,13.048,13.136,12.95,12.994
23,"F23_JPPL_A24",2003,4,13.811,13.75,13.945,13.732,13.811
23,"F23_JPPL_A24",2004,1,80.397,80.444,82.247,79.433,80.403
23,"F23_JPPL_A24",2004,2,21.737,21.852,21.567,21.804,21.739
23,"F23_JPPL_A24",2005,1,3.681,3.677,3.683,3.683,3.681
23,"F23_JPPL_A24",2005,2,3.911,3.907,3.912,3.913,3.911
23,"F23_JPPL_A24",2006,2,14.615,14.657,14.544,14.654,14.617
23,"F23_JPPL_A24",2007,2,5.21,5.202,5.19,5.222,5.21
23,"F23_JPPL_A24",2009,2,12.224,12.254,12.05,12.312,12.225
23,"F23_JPPL_A24",2010,2,10.217,10.25,10.139,10.259,10.217
23,"F23_JPPL_A24",2011,2,17.076,17.095,16.948,17.158,17.074
23,"F23_JPPL_A24",2011,3,7.329,7.313,7.304,7.348,7.33
23,"F23_JPPL_A24",2013,2,5.942,5.937,5.947,5.934,5.941
23,"F23_JPPL_A24",2015,2,8.906,8.922,8.916,8.899,8.906
23,"F23_JPPL_A24",2015,3,11.27,11.219,11.383,11.209,11.27
23,"F23_JPPL_A24",2015,4,7.508,7.487,7.549,7.485,7.508
23,"F23_JPPL_A24",2017,2,11.937,11.977,11.901,11.95,11.937
23,"F23_JPPL_A24",2021,2,10.33,10.31,10.207,10.396,10.331
24,"F24_USLL_A35",1994,4,19.037,18.741,20.114,19.369,19.037
24,"F24_USLL_A35",1995,1,27.676,27.289,27.795,27.882,27.673
24,"F24_USLL_A35",1995,2,24.565,23.634,25.265,25.002,24.562
24,"F24_USLL_A35",1996,3,11.317,11.364,11.725,11.232,11.318
24,"F24_USLL_A35",1996,4,38.657,40.003,40.805,37.929,38.66
24,"F24_USLL_A35",1997,1,17.127,17.098,18.02,17.096,17.128
24,"F24_USLL_A35",1997,2,11.595,11.571,12.001,11.613,11.595
24,"F24_USLL_A35",1997,4,63.381,62.266,57.644,64.478,63.41
24,"F24_USLL_A35",1998,1,10.162,10.124,9.928,10.209,10.162
24,"F24_USLL_A35",1998,3,18.517,18.658,19.46,18.391,18.513
24,"F24_USLL_A35",1998,4,67.368,66.706,65.586,67.418,67.374
24,"F24_USLL_A35",1999,1,57.349,56.888,54.974,57.718,57.356
24,"F24_USLL_A35",1999,2,10.013,10.059,10.399,9.97,10.013
24,"F24_USLL_A35",1999,4,53.716,53.494,49.818,54.377,53.715
24,"F24_USLL_A35",2000,1,91.306,91.635,88.546,92.273,91.304
24,"F24_USLL_A35",2000,2,11.424,11.451,11.534,11.475,11.425
24,"F24_USLL_A35",2000,4,76.085,75.898,73.828,75.841,76.076
24,"F24_USLL_A35",2001,1,38.045,38,37.543,37.927,38.042
24,"F24_USLL_A35",2004,4,59.358,59.27,57.701,59.539,59.366
24,"F24_USLL_A35",2005,1,17.702,17.678,17.167,17.739,17.705
24,"F24_USLL_A35",2005,2,11.26,11.267,11.518,11.241,11.259
24,"F24_USLL_A35",2005,4,50.15,50.183,49.445,50.202,50.172
24,"F24_USLL_A35",2006,1,145.451,145.416,139.729,145.762,145.544
24,"F24_USLL_A35",2007,1,99.993,99.734,95.136,100.356,100.016
24,"F24_USLL_A35",2007,4,34.846,34.839,34.638,34.797,34.839
24,"F24_USLL_A35",2008,1,79.435,79.514,82.201,78.825,79.409
24,"F24_USLL_A35",2008,2,8.878,8.884,9.081,8.882,8.878
24,"F24_USLL_A35",2008,4,101.071,101.041,97.495,100.787,101.062
24,"F24_USLL_A35",2009,1,42.536,42.516,41.308,42.509,42.535
24,"F24_USLL_A35",2009,2,9.216,9.218,9.236,9.212,9.216
24,"F24_USLL_A35",2009,3,10.448,10.459,10.784,10.42,10.448
24,"F24_USLL_A35",2009,4,20.31,20.312,20.456,20.322,20.309
24,"F24_USLL_A35",2010,1,91.908,91.666,86.704,92.57,91.902
24,"F24_USLL_A35",2010,2,5.266,5.267,5.295,5.275,5.266
24,"F24_USLL_A35",2010,3,13.184,13.199,13.61,13.171,13.184
24,"F24_USLL_A35",2010,4,50.21,50.315,52.196,49.937,50.211
24,"F24_USLL_A35",2011,1,57.526,57.618,58.831,57.214,57.523
24,"F24_USLL_A35",2011,2,5.565,5.569,5.667,5.567,5.566
24,"F24_USLL_A35",2011,4,61.614,61.62,60.778,61.26,61.6
24,"F24_USLL_A35",2012,1,278.176,278.508,286.703,275.873,278.132
24,"F24_USLL_A35",2012,2,4.481,4.483,4.524,4.487,4.481
24,"F24_USLL_A35",2012,3,29.916,29.98,31.468,29.811,29.913
24,"F24_USLL_A35",2012,4,28.074,28.104,28.966,28.093,28.074
24,"F24_USLL_A35",2013,1,9.275,9.267,9.173,9.259,9.275
24,"F24_USLL_A35",2013,2,11.242,11.255,11.523,11.248,11.242
24,"F24_USLL_A35",2013,4,28.863,28.852,28.396,28.826,28.863
24,"F24_USLL_A35",2014,1,79.976,79.791,76.649,79.854,79.979
24,"F24_USLL_A35",2014,2,9.227,9.234,9.345,9.247,9.227
24,"F24_USLL_A35",2014,4,10.795,10.795,10.813,10.781,10.794
24,"F24_USLL_A35",2015,1,32.541,32.494,31.587,32.662,32.544
24,"F24_USLL_A35",2015,2,3.865,3.866,3.898,3.867,3.865
24,"F24_USLL_A35",2015,3,8.64,8.642,8.673,8.675,8.64
24,"F24_USLL_A35",2016,1,16.42,16.417,16.36,16.438,16.42
24,"F24_USLL_A35",2016,3,8.064,8.066,8.084,8.107,8.065
24,"F24_USLL_A35",2016,4,12.148,12.152,12.219,12.208,12.149
24,"F24_USLL_A35",2017,1,27.484,27.534,28.9,27.405,27.482
24,"F24_USLL_A35",2017,4,17.539,17.563,18.175,17.461,17.538
24,"F24_USLL_A35",2018,1,27.396,27.402,27.723,27.404,27.396
24,"F24_USLL_A35",2019,1,8.176,8.181,8.316,8.161,8.175
24,"F24_USLL_A35",2020,1,31.879,31.899,32.233,32.101,31.881
24,"F24_USLL_A35",2020,3,16.788,16.796,17.015,16.766,16.789
24,"F24_USLL_A35",2020,4,4.847,4.849,4.915,4.838,4.847
24,"F24_USLL_A35",2021,1,25.609,25.651,26.935,25.442,25.609
24,"F24_USLL_A35",2021,2,23.163,23.196,24.187,23.026,23.163
24,"F24_USLL_A35",2021,4,39.361,39.323,39.362,39.414,39.366
24,"F24_USLL_A35",2022,1,15.607,15.611,15.835,15.579,15.607
24,"F24_USLL_A35",2022,4,31.893,31.82,30.494,32.096,31.896
24,"F24_USLL_A35",2023,1,28.09,28.169,29.818,27.984,28.087
24,"F24_USLL_A35",2023,2,59.293,59.12,55.644,59.386,59.296
24,"F24_USLL_A35",2023,4,7.593,7.597,7.68,7.583,7.593
24,"F24_USLL_A35",2024,1,46.229,46.233,46.482,45.994,46.227
24,"F24_USLL_A35",2024,4,27.912,27.898,27.337,28.093,27.914
25,"F25_USLL_A24",1994,1,33.977,36.443,33.632,33.336,33.973
25,"F25_USLL_A24",1994,2,10.701,11.653,10.363,10.709,10.701
25,"F25_USLL_A24",1994,3,54.348,65.461,51.815,55.367,54.346
25,"F25_USLL_A24",1994,4,34.154,30.842,34.967,33.737,34.155
25,"F25_USLL_A24",1995,1,91.832,93.626,86.373,90.513,91.823
25,"F25_USLL_A24",1995,2,76.875,74.772,76.558,76.577,76.877
25,"F25_USLL_A24",1995,3,39.022,36.513,39.846,38.894,39.024
25,"F25_USLL_A24",1995,4,22.688,21.453,22.837,22.596,22.688
25,"F25_USLL_A24",1996,1,124.971,128.07,137.17,125.859,124.98
25,"F25_USLL_A24",1996,2,76.555,77.479,84.113,77.854,76.559
25,"F25_USLL_A24",1996,3,49.4,48.227,52.369,49.617,49.4
25,"F25_USLL_A24",1996,4,154.882,136.761,154.513,153.583,154.872
25,"F25_USLL_A24",1997,1,129.872,132.228,143.507,132.422,129.865
25,"F25_USLL_A24",1997,2,45.478,44.753,47.965,46.152,45.476
25,"F25_USLL_A24",1997,3,6.748,6.779,6.827,6.785,6.748
25,"F25_USLL_A24",1997,4,24.556,23.572,25.253,24.563,24.554
25,"F25_USLL_A24",1998,1,53.339,52.044,54.516,53.935,53.336
25,"F25_USLL_A24",1998,2,20.289,19.965,20.494,20.487,20.288
25,"F25_USLL_A24",1998,3,36.198,35.347,36.226,36.648,36.196
25,"F25_USLL_A24",1998,4,39.253,39.559,37.944,39.603,39.252
25,"F25_USLL_A24",1999,1,46.844,47.806,44.879,47.182,46.842
25,"F25_USLL_A24",1999,2,21.372,20.753,21.516,21.475,21.371
25,"F25_USLL_A24",1999,3,62.201,60.848,63.178,62.122,62.197
25,"F25_USLL_A24",1999,4,28.529,29.41,27.479,28.779,28.53
25,"F25_USLL_A24",2000,1,30.949,31.555,30.337,31.12,30.949
25,"F25_USLL_A24",2000,2,35.004,34.808,35.193,34.971,35.002
25,"F25_USLL_A24",2000,4,172.61,162.759,166.35,173.03,172.627
25,"F25_USLL_A24",2001,2,40.922,40.13,39.165,41.179,40.924
25,"F25_USLL_A24",2001,3,235.62,232.624,226.6,238.21,235.672
25,"F25_USLL_A24",2001,4,75.78,76.383,77.479,76.084,75.786
25,"F25_USLL_A24",2002,1,125.29,123.52,116.894,126.573,125.31
25,"F25_USLL_A24",2002,2,50.575,49.933,47.199,51.062,50.583
25,"F25_USLL_A24",2002,3,92.648,91.381,84.772,93.585,92.655
25,"F25_USLL_A24",2002,4,93.9,95.12,96.694,94.463,93.891
25,"F25_USLL_A24",2003,1,60.736,59.752,55.624,61.206,60.744
25,"F25_USLL_A24",2003,2,86.113,84.519,77.739,87.042,86.13
25,"F25_USLL_A24",2003,3,48.068,48.471,49.209,48.226,48.065
25,"F25_USLL_A24",2003,4,15.81,15.894,15.85,15.882,15.81
25,"F25_USLL_A24",2004,1,407.563,394.46,354.556,406.178,407.659
25,"F25_USLL_A24",2004,2,114.91,115.057,111.013,115.877,114.912
25,"F25_USLL_A24",2004,3,11.115,11.159,11.066,11.171,11.116
25,"F25_USLL_A24",2004,4,8.315,8.347,8.284,8.358,8.315
25,"F25_USLL_A24",2005,1,29.4,29.585,29.276,29.618,29.401
25,"F25_USLL_A24",2005,2,33.331,33.671,33.866,33.585,33.333
25,"F25_USLL_A24",2005,3,45.935,46.493,46.759,46.422,45.938
25,"F25_USLL_A24",2005,4,21.663,21.837,21.434,21.938,21.666
25,"F25_USLL_A24",2006,1,82.594,83.841,83.15,84.045,82.606
25,"F25_USLL_A24",2006,2,131.499,132.596,140.655,130.855,131.485
25,"F25_USLL_A24",2006,3,84.613,85.585,86.504,85.451,84.622
25,"F25_USLL_A24",2006,4,17.547,17.611,17.352,17.684,17.548
25,"F25_USLL_A24",2007,1,74.972,74.64,76.4,74.232,74.962
25,"F25_USLL_A24",2007,2,57.498,56.814,54.802,57.167,57.496
25,"F25_USLL_A24",2007,3,114.224,115.998,111.647,117.82,114.27
25,"F25_USLL_A24",2007,4,159.716,163.319,154.15,166.933,159.809
25,"F25_USLL_A24",2008,1,61.148,60.279,62.178,59.422,61.126
25,"F25_USLL_A24",2008,2,101.094,99.705,103.651,98.313,101.06
25,"F25_USLL_A24",2008,3,11.639,11.635,11.829,11.584,11.638
25,"F25_USLL_A24",2008,4,27.41,27.668,26.844,27.961,27.416
25,"F25_USLL_A24",2009,1,28.967,29.156,28.432,29.294,28.968
25,"F25_USLL_A24",2009,2,70.192,70.846,70.458,71.176,70.2
25,"F25_USLL_A24",2009,4,15.698,15.723,15.623,15.735,15.698
25,"F25_USLL_A24",2010,1,49.836,50.572,50.475,50.473,49.829
25,"F25_USLL_A24",2010,2,121.997,121.103,125.565,120.922,122.026
25,"F25_USLL_A24",2010,4,71.518,72.4,72.068,72.225,71.507
25,"F25_USLL_A24",2011,1,122.481,122.493,116.37,123.63,122.492
25,"F25_USLL_A24",2011,2,114.514,113.028,110.878,114.256,114.547
25,"F25_USLL_A24",2011,3,32.258,32.373,31.175,32.66,32.26
25,"F25_USLL_A24",2011,4,24.171,24.364,23.734,24.518,24.171
25,"F25_USLL_A24",2012,1,107.889,108.496,100.417,110.914,107.911
25,"F25_USLL_A24",2012,2,99.814,101.829,104.031,101.303,99.808
25,"F25_USLL_A24",2012,3,25.63,25.822,25.283,25.943,25.63
25,"F25_USLL_A24",2012,4,49.473,50.115,48.47,50.531,49.475
25,"F25_USLL_A24",2013,1,140.941,144.288,138.834,145.592,140.945
25,"F25_USLL_A24",2013,2,107.209,106.078,108.593,105.703,107.215
25,"F25_USLL_A24",2013,3,23.536,23.582,23.169,23.648,23.536
25,"F25_USLL_A24",2013,4,53.037,53.527,52.266,53.768,53.036
25,"F25_USLL_A24",2014,1,49.432,49.156,48.955,49.087,49.433
25,"F25_USLL_A24",2014,2,117.059,117.806,117.612,118.027,117.053
25,"F25_USLL_A24",2014,3,37.404,37.539,36.481,37.776,37.405
25,"F25_USLL_A24",2014,4,18.108,18.125,17.953,18.167,18.108
25,"F25_USLL_A24",2015,1,97.462,97.27,94.368,97.692,97.463
25,"F25_USLL_A24",2015,2,186.301,187.069,174.69,189.315,186.321
25,"F25_USLL_A24",2015,3,23.789,23.868,23.444,23.94,23.79
25,"F25_USLL_A24",2015,4,47.322,47.285,46.229,47.553,47.325
25,"F25_USLL_A24",2016,1,153.271,151.463,145.625,152.307,153.28
25,"F25_USLL_A24",2016,2,297.981,291.997,291.634,291.674,297.966
25,"F25_USLL_A24",2016,3,143.556,143.408,147.679,142.612,143.548
25,"F25_USLL_A24",2016,4,9.199,9.17,9.083,9.18,9.199
25,"F25_USLL_A24",2017,1,34.844,34.685,33.849,34.788,34.845
25,"F25_USLL_A24",2017,2,22.416,22.39,21.824,22.503,22.418
25,"F25_USLL_A24",2017,3,17.849,17.707,17.712,17.666,17.848
25,"F25_USLL_A24",2018,1,18.201,18.043,17.97,18.011,18.2
25,"F25_USLL_A24",2018,2,28.932,28.865,28.208,28.973,28.933
25,"F25_USLL_A24",2018,3,26.251,26.333,25.716,26.515,26.253
25,"F25_USLL_A24",2018,4,35.199,34.814,34.343,34.76,35.196
25,"F25_USLL_A24",2019,1,17.984,17.919,17.557,17.959,17.984
25,"F25_USLL_A24",2019,2,15.139,15.172,14.864,15.251,15.14
25,"F25_USLL_A24",2019,3,25.48,25.202,24.926,25.131,25.478
25,"F25_USLL_A24",2019,4,14.591,14.482,14.449,14.44,14.59
25,"F25_USLL_A24",2020,1,26.704,26.873,26.775,26.956,26.706
25,"F25_USLL_A24",2020,3,34.04,33.663,33.828,33.45,34.035
25,"F25_USLL_A24",2020,4,6.558,6.536,6.524,6.522,6.558
25,"F25_USLL_A24",2021,1,29.206,29.055,28.621,28.982,29.204
25,"F25_USLL_A24",2021,3,27.059,27.128,26.596,27.103,27.058
25,"F25_USLL_A24",2021,4,31.764,32.011,31.642,31.964,31.763
25,"F25_USLL_A24",2022,1,50.789,51.296,51.382,51.09,50.789
25,"F25_USLL_A24",2022,2,35.064,34.823,34.283,34.926,35.064
25,"F25_USLL_A24",2022,3,82.216,82.927,85.189,82.302,82.214
25,"F25_USLL_A24",2022,4,50.24,50.345,52.796,49.78,50.237
25,"F25_USLL_A24",2023,1,36.536,36.144,36.935,36.043,36.536
25,"F25_USLL_A24",2023,2,24.953,24.858,25.193,24.765,24.952
25,"F25_USLL_A24",2023,3,39.902,39.819,39.02,39.885,39.903
25,"F25_USLL_A24",2023,4,29.472,29.119,28.582,29.257,29.473
25,"F25_USLL_A24",2024,2,29.302,29.093,28.42,29.239,29.304
25,"F25_USLL_A24",2024,3,26.226,26.07,25.281,26.292,26.228
25,"F25_USLL_A24",2024,4,29.702,29.509,28.721,29.701,29.704
26,"F26_TWLL_A35",2003,1,20.555,20.567,20.284,20.658,20.546
26,"F26_TWLL_A35",2003,3,3.297,3.298,3.301,3.295,3.297
26,"F26_TWLL_A35",2003,4,18.451,18.419,17.908,18.679,18.456
26,"F26_TWLL_A35",2004,1,87.395,87.63,87.725,87.284,87.413
26,"F26_TWLL_A35",2004,3,57.6,57.604,55.358,58.624,57.618
26,"F26_TWLL_A35",2004,4,103.024,102.9,106.702,101.219,102.948
26,"F26_TWLL_A35",2005,1,65.526,65.527,67.524,64.691,65.495
26,"F26_TWLL_A35",2005,3,6.662,6.663,6.626,6.676,6.661
26,"F26_TWLL_A35",2005,4,94.529,94.545,98.183,93.254,94.555
26,"F26_TWLL_A35",2006,1,49.569,49.609,51.766,48.77,49.588
26,"F26_TWLL_A35",2006,2,117.746,117.931,125.03,115.034,117.777
26,"F26_TWLL_A35",2006,3,11.73,11.736,11.68,11.751,11.729
26,"F26_TWLL_A35",2006,4,76.698,76.662,76.116,76.979,76.729
26,"F26_TWLL_A35",2007,1,209.565,210.144,212.584,208.205,209.609
26,"F26_TWLL_A35",2007,2,27.694,27.736,27.397,27.836,27.699
26,"F26_TWLL_A35",2007,4,110.477,110.961,114.307,108.748,110.429
26,"F26_TWLL_A35",2008,1,82.049,82.159,85.722,80.383,82.019
26,"F26_TWLL_A35",2008,2,48.507,48.515,50.607,47.564,48.491
26,"F26_TWLL_A35",2008,3,13.799,13.792,14.06,13.675,13.797
26,"F26_TWLL_A35",2008,4,31.669,31.606,31.168,31.895,31.671
26,"F26_TWLL_A35",2009,1,127.36,126.893,130.413,125.711,127.333
26,"F26_TWLL_A35",2009,4,14.827,14.805,14.714,14.858,14.827
26,"F26_TWLL_A35",2010,1,96.198,96.32,94.426,97.001,96.2
26,"F26_TWLL_A35",2010,2,15.771,15.802,15.808,15.773,15.771
26,"F26_TWLL_A35",2010,3,23.058,23.008,22.552,23.258,23.061
26,"F26_TWLL_A35",2010,4,36.611,36.51,35.812,36.929,36.62
26,"F26_TWLL_A35",2011,1,48.904,48.791,48.792,48.885,48.908
26,"F26_TWLL_A35",2011,2,4.266,4.267,4.289,4.256,4.266
26,"F26_TWLL_A35",2011,3,23.38,23.353,23.631,23.239,23.377
26,"F26_TWLL_A35",2011,4,28.764,28.705,28.584,28.81,28.764
26,"F26_TWLL_A35",2012,1,88.612,88.594,86.164,89.7,88.627
26,"F26_TWLL_A35",2012,4,52.54,52.375,51.935,52.678,52.539
26,"F26_TWLL_A35",2013,1,74.648,74.338,72.455,75.434,74.65
26,"F26_TWLL_A35",2013,4,62.517,62.333,61.398,62.926,62.521
26,"F26_TWLL_A35",2014,1,83.518,83.327,83.723,83.308,83.517
26,"F26_TWLL_A35",2014,4,35.785,35.695,35.364,35.881,35.785
26,"F26_TWLL_A35",2015,1,23.278,23.32,23.762,23.086,23.276
26,"F26_TWLL_A35",2015,4,25.756,25.709,24.803,26.155,25.76
26,"F26_TWLL_A35",2016,1,27.11,27.148,26.826,27.235,27.112
26,"F26_TWLL_A35",2016,2,6.897,6.903,6.895,6.898,6.897
26,"F26_TWLL_A35",2016,4,22.38,22.345,22.386,22.352,22.379
26,"F26_TWLL_A35",2017,1,35.73,35.789,35.776,35.721,35.73
26,"F26_TWLL_A35",2017,4,45.524,45.418,45.626,45.44,45.522
26,"F26_TWLL_A35",2018,1,107.03,107.419,111.37,105.217,107.012
26,"F26_TWLL_A35",2018,4,68.361,68.196,69.59,67.714,68.351
26,"F26_TWLL_A35",2019,1,182.689,181.93,187.927,179.891,182.647
26,"F26_TWLL_A35",2019,4,196.068,195.374,203.033,192.462,196.003
26,"F26_TWLL_A35",2020,1,38.505,38.542,37.866,38.849,38.505
26,"F26_TWLL_A35",2020,2,5.646,5.649,5.609,5.666,5.646
26,"F26_TWLL_A35",2020,4,367.228,367.883,377.051,361.99,367.169
26,"F26_TWLL_A35",2021,1,43.05,43.135,41.651,43.746,43.054
26,"F26_TWLL_A35",2021,2,35.3,35.267,35.66,35.125,35.301
26,"F26_TWLL_A35",2021,3,5.72,5.719,5.784,5.689,5.719
26,"F26_TWLL_A35",2021,4,54.911,54.984,55.059,54.842,54.906
26,"F26_TWLL_A35",2022,1,43.264,43.291,43.735,43.046,43.258
26,"F26_TWLL_A35",2022,2,70.104,70.225,69.533,70.339,70.112
26,"F26_TWLL_A35",2022,4,47.403,47.506,47.361,47.385,47.406
26,"F26_TWLL_A35",2023,1,29.021,29.063,28.786,29.125,29.023
26,"F26_TWLL_A35",2023,2,3.181,3.182,3.168,3.187,3.181
26,"F26_TWLL_A35",2023,4,199.334,199.094,213.078,193.088,199.266
26,"F26_TWLL_A35",2024,1,132.849,133.471,136.139,131.156,132.834
26,"F26_TWLL_A35",2024,2,36.499,36.451,37.712,35.961,36.493
26,"F26_TWLL_A35",2024,3,29.116,29.109,28.31,29.497,29.12
26,"F26_TWLL_A35",2024,4,100.849,101.288,103.725,99.396,100.835
29,"F29_CNLL_A35",2013,3,307.993,303.831,288.955,312.382,308.378
29,"F29_CNLL_A35",2014,3,29.009,29.138,29.738,28.801,29
