"Fleet","Fleet_Name","Yr","Seas","base2026","cvold=.08","growth est"
23,"F23_JPPL_A24",2002,2,6.325,5.587,6.08
23,"F23_JPPL_A24",2002,4,11.494,10.139,11.07
23,"F23_JPPL_A24",2003,1,18.465,15.299,17.471
23,"F23_JPPL_A24",2003,2,12.993,16.615,13.596
23,"F23_JPPL_A24",2003,4,13.811,12.879,13.882
23,"F23_JPPL_A24",2004,1,80.397,119.974,80.837
23,"F23_JPPL_A24",2004,2,21.737,20.858,21.059
23,"F23_JPPL_A24",2005,1,3.681,3.555,3.683
23,"F23_JPPL_A24",2005,2,3.911,3.769,3.911
23,"F23_JPPL_A24",2006,2,14.615,14.91,14.402
23,"F23_JPPL_A24",2007,2,5.21,5.316,5.35
23,"F23_JPPL_A24",2009,2,12.224,10.104,11.98
23,"F23_JPPL_A24",2010,2,10.217,10.1,10.062
23,"F23_JPPL_A24",2011,2,17.076,15.891,17.567
23,"F23_JPPL_A24",2011,3,7.329,6.784,7.291
23,"F23_JPPL_A24",2013,2,5.942,6.062,5.86
23,"F23_JPPL_A24",2015,2,8.906,8.805,8.697
23,"F23_JPPL_A24",2015,3,11.27,11.579,11.079
23,"F23_JPPL_A24",2015,4,7.508,7.571,7.442
23,"F23_JPPL_A24",2017,2,11.937,13.715,12.07
23,"F23_JPPL_A24",2021,2,10.33,8.88,10.896
24,"F24_USLL_A35",1994,4,19.037,15.886,20.543
24,"F24_USLL_A35",1995,1,27.676,27.021,28.087
24,"F24_USLL_A35",1995,2,24.565,23.717,26.881
24,"F24_USLL_A35",1996,3,11.317,9.636,10.829
24,"F24_USLL_A35",1996,4,38.657,28.853,33.222
24,"F24_USLL_A35",1997,1,17.127,13.832,16.688
24,"F24_USLL_A35",1997,2,11.595,9.827,11.551
24,"F24_USLL_A35",1997,4,63.381,64.056,68.705
24,"F24_USLL_A35",1998,1,10.162,9.745,10.297
24,"F24_USLL_A35",1998,3,18.517,20.059,18.151
24,"F24_USLL_A35",1998,4,67.368,64.194,66.712
24,"F24_USLL_A35",1999,1,57.349,48.634,55.599
24,"F24_USLL_A35",1999,2,10.013,10.669,10.025
24,"F24_USLL_A35",1999,4,53.716,51.8,54.664
24,"F24_USLL_A35",2000,1,91.306,97.951,94.509
24,"F24_USLL_A35",2000,2,11.424,11.504,11.905
24,"F24_USLL_A35",2000,4,76.085,59.521,80.574
24,"F24_USLL_A35",2001,1,38.045,32.769,41.024
24,"F24_USLL_A35",2004,4,59.358,57.223,60.835
24,"F24_USLL_A35",2005,1,17.702,16.579,17.865
24,"F24_USLL_A35",2005,2,11.26,11.501,11.257
24,"F24_USLL_A35",2005,4,50.15,51.492,48.92
24,"F24_USLL_A35",2006,1,145.451,141.047,139.958
24,"F24_USLL_A35",2007,1,99.993,108.534,102.827
24,"F24_USLL_A35",2007,4,34.846,38.637,34.586
24,"F24_USLL_A35",2008,1,79.435,93.551,76.424
24,"F24_USLL_A35",2008,2,8.878,8.846,8.806
24,"F24_USLL_A35",2008,4,101.071,85.351,97.093
24,"F24_USLL_A35",2009,1,42.536,36.513,41.153
24,"F24_USLL_A35",2009,2,9.216,8.941,9.053
24,"F24_USLL_A35",2009,3,10.448,11.328,10.487
24,"F24_USLL_A35",2009,4,20.31,21.376,20.597
24,"F24_USLL_A35",2010,1,91.908,95.858,99.202
24,"F24_USLL_A35",2010,2,5.266,5.271,5.318
24,"F24_USLL_A35",2010,3,13.184,12.441,12.897
24,"F24_USLL_A35",2010,4,50.21,51.223,48.493
24,"F24_USLL_A35",2011,1,57.526,65.444,58.202
24,"F24_USLL_A35",2011,2,5.565,5.34,5.532
24,"F24_USLL_A35",2011,4,61.614,69.457,61.977
24,"F24_USLL_A35",2012,1,278.176,309.024,282.088
24,"F24_USLL_A35",2012,2,4.481,4.444,4.503
24,"F24_USLL_A35",2012,3,29.916,29.324,28.768
24,"F24_USLL_A35",2012,4,28.074,27.429,28.069
24,"F24_USLL_A35",2013,1,9.275,9.187,9.357
24,"F24_USLL_A35",2013,2,11.242,10.801,10.938
24,"F24_USLL_A35",2013,4,28.863,30.87,29.28
24,"F24_USLL_A35",2014,1,79.976,104.445,86.162
24,"F24_USLL_A35",2014,2,9.227,9.008,9.148
24,"F24_USLL_A35",2014,4,10.795,10.369,10.602
24,"F24_USLL_A35",2015,1,32.541,36.136,35.425
24,"F24_USLL_A35",2015,2,3.865,3.761,3.829
24,"F24_USLL_A35",2015,3,8.64,8.359,8.644
24,"F24_USLL_A35",2016,1,16.42,16.311,16.571
24,"F24_USLL_A35",2016,3,8.064,7.764,7.967
24,"F24_USLL_A35",2016,4,12.148,11.597,11.901
24,"F24_USLL_A35",2017,1,27.484,26.001,24.243
24,"F24_USLL_A35",2017,4,17.539,19.638,16.44
24,"F24_USLL_A35",2018,1,27.396,27.074,25.493
24,"F24_USLL_A35",2019,1,8.176,8.586,8.662
24,"F24_USLL_A35",2020,1,31.879,30.883,38.243
24,"F24_USLL_A35",2020,3,16.788,17.476,17.018
24,"F24_USLL_A35",2020,4,4.847,4.817,4.996
24,"F24_USLL_A35",2021,1,25.609,27.232,27.451
24,"F24_USLL_A35",2021,2,23.163,25.405,23.678
24,"F24_USLL_A35",2021,4,39.361,40.756,41.442
24,"F24_USLL_A35",2022,1,15.607,16.921,15.532
24,"F24_USLL_A35",2022,4,31.893,32.387,32.247
24,"F24_USLL_A35",2023,1,28.09,32.158,28.345
24,"F24_USLL_A35",2023,2,59.293,44.85,55.16
24,"F24_USLL_A35",2023,4,7.593,7.442,7.505
24,"F24_USLL_A35",2024,1,46.229,41.691,44.079
24,"F24_USLL_A35",2024,4,27.912,28.933,29.151
25,"F25_USLL_A24",1994,1,33.977,29.921,32.778
25,"F25_USLL_A24",1994,2,10.701,8.805,10.41
25,"F25_USLL_A24",1994,3,54.348,40.947,51.047
25,"F25_USLL_A24",1994,4,34.154,35.891,36.016
25,"F25_USLL_A24",1995,1,91.832,75.53,93.414
25,"F25_USLL_A24",1995,2,76.875,70.857,80.211
25,"F25_USLL_A24",1995,3,39.022,37.116,42.14
25,"F25_USLL_A24",1995,4,22.688,21.937,24.361
25,"F25_USLL_A24",1996,1,124.971,111.81,122.08
25,"F25_USLL_A24",1996,2,76.555,72.343,79.525
25,"F25_USLL_A24",1996,3,49.4,48.344,52.143
25,"F25_USLL_A24",1996,4,154.882,158.427,182.193
25,"F25_USLL_A24",1997,1,129.872,142.235,130.353
25,"F25_USLL_A24",1997,2,45.478,51.23,48.021
25,"F25_USLL_A24",1997,3,6.748,7.098,6.738
25,"F25_USLL_A24",1997,4,24.556,25.747,26.439
25,"F25_USLL_A24",1998,1,53.339,62.196,56.231
25,"F25_USLL_A24",1998,2,20.289,21.824,20.949
25,"F25_USLL_A24",1998,3,36.198,44.68,37.652
25,"F25_USLL_A24",1998,4,39.253,52.957,38.918
25,"F25_USLL_A24",1999,1,46.844,69.192,45.927
25,"F25_USLL_A24",1999,2,21.372,19.56,22.068
25,"F25_USLL_A24",1999,3,62.201,53.798,62.205
25,"F25_USLL_A24",1999,4,28.529,37.956,28.664
25,"F25_USLL_A24",2000,1,30.949,38.745,31.246
25,"F25_USLL_A24",2000,2,35.004,33.798,35.172
25,"F25_USLL_A24",2000,4,172.61,118.137,171.312
25,"F25_USLL_A24",2001,2,40.922,37.176,40.835
25,"F25_USLL_A24",2001,3,235.62,232.004,238.422
25,"F25_USLL_A24",2001,4,75.78,80.733,77.217
25,"F25_USLL_A24",2002,1,125.29,123.197,127.663
25,"F25_USLL_A24",2002,2,50.575,50.505,52.437
25,"F25_USLL_A24",2002,3,92.648,77.26,93.002
25,"F25_USLL_A24",2002,4,93.9,70.514,90.767
25,"F25_USLL_A24",2003,1,60.736,65.458,61.776
25,"F25_USLL_A24",2003,2,86.113,94.996,86.996
25,"F25_USLL_A24",2003,3,48.068,41.307,48.445
25,"F25_USLL_A24",2003,4,15.81,16.732,16.355
25,"F25_USLL_A24",2004,1,407.563,328.499,382.419
25,"F25_USLL_A24",2004,2,114.91,190.005,127.585
25,"F25_USLL_A24",2004,3,11.115,14.505,11.796
25,"F25_USLL_A24",2004,4,8.315,10.488,8.804
25,"F25_USLL_A24",2005,1,29.4,42.147,32.406
25,"F25_USLL_A24",2005,2,33.331,52.082,37.401
25,"F25_USLL_A24",2005,3,45.935,69.436,52.551
25,"F25_USLL_A24",2005,4,21.663,23.624,24.002
25,"F25_USLL_A24",2006,1,82.594,93.963,94.254
25,"F25_USLL_A24",2006,2,131.499,178.07,131.073
25,"F25_USLL_A24",2006,3,84.613,93.249,91.215
25,"F25_USLL_A24",2006,4,17.547,16.719,18.345
25,"F25_USLL_A24",2007,1,74.972,80.052,68.039
25,"F25_USLL_A24",2007,2,57.498,59.672,52.084
25,"F25_USLL_A24",2007,3,114.224,95.617,128.091
25,"F25_USLL_A24",2007,4,159.716,132.152,187.876
25,"F25_USLL_A24",2008,1,61.148,64.515,53.27
25,"F25_USLL_A24",2008,2,101.094,86.009,87.708
25,"F25_USLL_A24",2008,3,11.639,10.666,11.526
25,"F25_USLL_A24",2008,4,27.41,36.805,29.45
25,"F25_USLL_A24",2009,1,28.967,39.347,30.275
25,"F25_USLL_A24",2009,2,70.192,93.48,73.501
25,"F25_USLL_A24",2009,4,15.698,16.25,15.988
25,"F25_USLL_A24",2010,1,49.836,82.866,54.787
25,"F25_USLL_A24",2010,2,121.997,124.717,116.432
25,"F25_USLL_A24",2010,4,71.518,63.512,75.753
25,"F25_USLL_A24",2011,1,122.481,90.645,117.944
25,"F25_USLL_A24",2011,2,114.514,139.951,105.369
25,"F25_USLL_A24",2011,3,32.258,27.51,32.467
25,"F25_USLL_A24",2011,4,24.171,20.043,25.051
25,"F25_USLL_A24",2012,1,107.889,90.642,110.459
25,"F25_USLL_A24",2012,2,99.814,79.863,106.686
25,"F25_USLL_A24",2012,3,25.63,25.125,26.644
25,"F25_USLL_A24",2012,4,49.473,49.173,53.05
25,"F25_USLL_A24",2013,1,140.941,157.961,158.91
25,"F25_USLL_A24",2013,2,107.209,87.684,100.886
25,"F25_USLL_A24",2013,3,23.536,23.412,23.732
25,"F25_USLL_A24",2013,4,53.037,55.551,55.237
25,"F25_USLL_A24",2014,1,49.432,43.66,47.128
25,"F25_USLL_A24",2014,2,117.059,123.782,121.815
25,"F25_USLL_A24",2014,3,37.404,35.809,38.202
25,"F25_USLL_A24",2014,4,18.108,18.007,18.351
25,"F25_USLL_A24",2015,1,97.462,91.598,98.86
25,"F25_USLL_A24",2015,2,186.301,181.032,199.78
25,"F25_USLL_A24",2015,3,23.789,24.262,24.799
25,"F25_USLL_A24",2015,4,47.322,45.864,47.572
25,"F25_USLL_A24",2016,1,153.271,136.646,144.906
25,"F25_USLL_A24",2016,2,297.981,278.272,267.173
25,"F25_USLL_A24",2016,3,143.556,147.716,137.972
25,"F25_USLL_A24",2016,4,9.199,9.034,9.124
25,"F25_USLL_A24",2017,1,34.844,34.099,34.756
25,"F25_USLL_A24",2017,2,22.416,22.073,23.059
25,"F25_USLL_A24",2017,3,17.849,18.083,16.919
25,"F25_USLL_A24",2018,1,18.201,18.962,17.205
25,"F25_USLL_A24",2018,2,28.932,29.477,30.018
25,"F25_USLL_A24",2018,3,26.251,25.992,27.96
25,"F25_USLL_A24",2018,4,35.199,38.224,33.563
25,"F25_USLL_A24",2019,1,17.984,18.999,18.476
25,"F25_USLL_A24",2019,2,15.139,15.227,16.42
25,"F25_USLL_A24",2019,3,25.48,26.59,23.543
25,"F25_USLL_A24",2019,4,14.591,14.858,13.565
25,"F25_USLL_A24",2020,1,26.704,27.056,28.903
25,"F25_USLL_A24",2020,3,34.04,33.175,28.75
25,"F25_USLL_A24",2020,4,6.558,6.728,6.272
25,"F25_USLL_A24",2021,1,29.206,32.472,26.564
25,"F25_USLL_A24",2021,3,27.059,36.889,23.754
25,"F25_USLL_A24",2021,4,31.764,49.428,27.74
25,"F25_USLL_A24",2022,1,50.789,83.09,44.56
25,"F25_USLL_A24",2022,2,35.064,24.017,33.919
25,"F25_USLL_A24",2022,3,82.216,127.641,76.355
25,"F25_USLL_A24",2022,4,50.24,83.1,57.068
25,"F25_USLL_A24",2023,1,36.536,36.796,47.5
25,"F25_USLL_A24",2023,2,24.953,27.782,26.792
25,"F25_USLL_A24",2023,3,39.902,33.131,39.994
25,"F25_USLL_A24",2023,4,29.472,30.749,34.89
25,"F25_USLL_A24",2024,2,29.302,33.536,32.369
25,"F25_USLL_A24",2024,3,26.226,28.649,28.535
25,"F25_USLL_A24",2024,4,29.702,32.882,31.751
26,"F26_TWLL_A35",2003,1,20.555,19.393,21.043
26,"F26_TWLL_A35",2003,3,3.297,3.388,3.248
26,"F26_TWLL_A35",2003,4,18.451,14.758,18.914
26,"F26_TWLL_A35",2004,1,87.395,73.163,89.071
26,"F26_TWLL_A35",2004,3,57.6,45.427,61.259
26,"F26_TWLL_A35",2004,4,103.024,162.392,99.277
26,"F26_TWLL_A35",2005,1,65.526,90.624,63.427
26,"F26_TWLL_A35",2005,3,6.662,6.488,6.79
26,"F26_TWLL_A35",2005,4,94.529,126.79,85.857
26,"F26_TWLL_A35",2006,1,49.569,62.686,45.448
26,"F26_TWLL_A35",2006,2,117.746,170.319,107.022
26,"F26_TWLL_A35",2006,3,11.73,12.291,12.069
26,"F26_TWLL_A35",2006,4,76.698,98.766,81.619
26,"F26_TWLL_A35",2007,1,209.565,311.933,220.997
26,"F26_TWLL_A35",2007,2,27.694,28.599,28.91
26,"F26_TWLL_A35",2007,4,110.477,162.35,111.617
26,"F26_TWLL_A35",2008,1,82.049,98.237,81.111
26,"F26_TWLL_A35",2008,2,48.507,60.561,46.821
26,"F26_TWLL_A35",2008,3,13.799,15.571,13.641
26,"F26_TWLL_A35",2008,4,31.669,33.691,32.793
26,"F26_TWLL_A35",2009,1,127.36,164.474,126.59
26,"F26_TWLL_A35",2009,4,14.827,13.728,14.951
26,"F26_TWLL_A35",2010,1,96.198,93.053,106.922
26,"F26_TWLL_A35",2010,2,15.771,17.156,16.533
26,"F26_TWLL_A35",2010,3,23.058,20.476,23.057
26,"F26_TWLL_A35",2010,4,36.611,33.654,36.285
26,"F26_TWLL_A35",2011,1,48.904,48.798,48.654
26,"F26_TWLL_A35",2011,2,4.266,4.4,4.277
26,"F26_TWLL_A35",2011,3,23.38,26.524,23.599
26,"F26_TWLL_A35",2011,4,28.764,30.748,29.944
26,"F26_TWLL_A35",2012,1,88.612,89.989,98.975
26,"F26_TWLL_A35",2012,4,52.54,48.558,49.211
26,"F26_TWLL_A35",2013,1,74.648,63.605,70.535
26,"F26_TWLL_A35",2013,4,62.517,60.875,61.228
26,"F26_TWLL_A35",2014,1,83.518,102.398,82.401
26,"F26_TWLL_A35",2014,4,35.785,29.868,33.624
26,"F26_TWLL_A35",2015,1,23.278,26.306,23.255
26,"F26_TWLL_A35",2015,4,25.756,20.278,25.644
26,"F26_TWLL_A35",2016,1,27.11,26.735,30.873
26,"F26_TWLL_A35",2016,2,6.897,7.263,7.277
26,"F26_TWLL_A35",2016,4,22.38,22.807,20.492
26,"F26_TWLL_A35",2017,1,35.73,31.893,37.534
26,"F26_TWLL_A35",2017,4,45.524,52.623,40.487
26,"F26_TWLL_A35",2018,1,107.03,106.804,117.044
26,"F26_TWLL_A35",2018,4,68.361,86.266,84.284
26,"F26_TWLL_A35",2019,1,182.689,197.202,256.849
26,"F26_TWLL_A35",2019,4,196.068,189.299,314.803
26,"F26_TWLL_A35",2020,1,38.505,50.052,37.486
26,"F26_TWLL_A35",2020,2,5.646,5.616,5.537
26,"F26_TWLL_A35",2020,4,367.228,458.857,252.556
26,"F26_TWLL_A35",2021,1,43.05,34.74,46.605
26,"F26_TWLL_A35",2021,2,35.3,40.21,34.764
26,"F26_TWLL_A35",2021,3,5.72,5.7,5.208
26,"F26_TWLL_A35",2021,4,54.911,54.386,50.548
26,"F26_TWLL_A35",2022,1,43.264,48.933,44.582
26,"F26_TWLL_A35",2022,2,70.104,95.676,101.851
26,"F26_TWLL_A35",2022,4,47.403,34.221,45.558
26,"F26_TWLL_A35",2023,1,29.021,26.098,27.868
26,"F26_TWLL_A35",2023,2,3.181,3.262,3.222
26,"F26_TWLL_A35",2023,4,199.334,156.094,146.832
26,"F26_TWLL_A35",2024,1,132.849,174.754,138.648
26,"F26_TWLL_A35",2024,2,36.499,35.063,32.801
26,"F26_TWLL_A35",2024,3,29.116,26.684,30.208
26,"F26_TWLL_A35",2024,4,100.849,137.952,99.168
29,"F29_CNLL_A35",2013,3,307.993,152.202,455.319
29,"F29_CNLL_A35",2014,3,29.009,29.827,25.317
29,"F29_CNLL_A35",2017,3,11.063,9.29,13.257
29,"F29_CNLL_A35",2018,3,11.148,9.433,13.312
29,"F29_CNLL_A35",2020,3,250.856,79.019,331.489
30,"F30_CNLL_A24",1997,3,32.219,27.14,31.541
30,"F30_CNLL_A24",1998,3,7.067,6.984,7.164
30,"F30_CNLL_A24",1999,3,16.021,15.687,15.947
30,"F30_CNLL_A24",2000,3,8.094,7.78,8.358
30,"F30_CNLL_A24",2004,3,26.998,24.623,26.954
30,"F30_CNLL_A24",2005,3,8.276,8.262,8.426
30,"F30_CNLL_A24",2006,3,34.857,29.087,32.201
30,"F30_CNLL_A24",2007,3,11.738,11.931,12.035
30,"F30_CNLL_A24",2008,3,6.988,6.887,7.053
30,"F30_CNLL_A24",2009,3,11.035,10.678,11.138
30,"F30_CNLL_A24",2010,3,8.395,8.217,8.523
30,"F30_CNLL_A24",2011,3,9.643,9.475,9.821
30,"F30_CNLL_A24",2012,3,8.34,8.324,8.515
30,"F30_CNLL_A24",2013,3,6.046,5.997,6.1
30,"F30_CNLL_A24",2014,3,25.554,29.93,27.758
30,"F30_CNLL_A24",2016,3,4.455,4.45,4.498
30,"F30_CNLL_A24",2017,3,9.583,9.397,9.692
30,"F30_CNLL_A24",2018,3,11.277,11.084,11.39
30,"F30_CNLL_A24",2019,3,5.519,5.509,5.584
30,"F30_CNLL_A24",2020,3,21.014,19.965,22.43
30,"F30_CNLL_A24",2021,3,11.354,10.774,11.496
30,"F30_CNLL_A24",2022,3,99.855,108.837,101.782
30,"F30_CNLL_A24",2023,3,4.268,4.352,4.168
30,"F30_CNLL_A24",2024,3,17.483,15.207,16.777
31,"F31_VULL_mt",2000,3,50.07,55.772,55.851
31,"F31_VULL_mt",2014,3,47.347,51.412,52.256
31,"F31_VULL_mt",2015,3,5.488,5.184,5.782
31,"F31_VULL_mt",2023,3,20.355,25.194,20.262
31,"F31_VULL_mt",2024,3,43.22,41.539,50.126
34,"F34_EPOSF_xx24",1995,3,67.426,51.337,61.031
34,"F34_EPOSF_xx24",1996,2,56.572,74.472,74.283
34,"F34_EPOSF_xx24",1996,3,35.661,31.09,30.508
34,"F34_EPOSF_xx24",1996,4,67.691,62.154,60.619
34,"F34_EPOSF_xx24",1997,2,44.26,36.131,37.486
34,"F34_EPOSF_xx24",1997,3,86.067,88.35,76.17
34,"F34_EPOSF_xx24",1997,4,15.503,17.768,15.841
34,"F34_EPOSF_xx24",1998,3,122.996,70.984,98.542
34,"F34_EPOSF_xx24",1998,4,20.556,17.427,18.001
34,"F34_EPOSF_xx24",1999,2,41.689,35.212,36.212
34,"F34_EPOSF_xx24",1999,3,27.667,27.94,25.034
34,"F34_EPOSF_xx24",2000,2,19.477,20.303,15.897
34,"F34_EPOSF_xx24",2000,3,210.608,88.624,302.842
34,"F34_EPOSF_xx24",2001,2,38.695,67.319,46.07
34,"F34_EPOSF_xx24",2001,3,78.194,63.743,62.442
34,"F34_EPOSF_xx24",2002,3,21.665,19.329,21.31
34,"F34_EPOSF_xx24",2003,3,289.222,124.766,242.951
34,"F34_EPOSF_xx24",2004,2,21.924,31.41,26.493
34,"F34_EPOSF_xx24",2004,3,66.612,81.466,82.043
34,"F34_EPOSF_xx24",2004,4,111.105,120.463,110.629
34,"F34_EPOSF_xx24",2005,2,118.417,75.42,131.675
34,"F34_EPOSF_xx24",2005,3,208.676,95.11,198.281
34,"F34_EPOSF_xx24",2005,4,12.997,13.036,13.551
34,"F34_EPOSF_xx24",2006,3,55.055,61.384,74.665
34,"F34_EPOSF_xx24",2006,4,58.514,40.496,54.673
34,"F34_EPOSF_xx24",2007,2,13.602,10.652,13.123
34,"F34_EPOSF_xx24",2007,3,41.701,30.769,37.292
34,"F34_EPOSF_xx24",2008,2,8.893,9.473,9.777
34,"F34_EPOSF_xx24",2008,3,357.822,283.95,255.646
34,"F34_EPOSF_xx24",2008,4,15.972,18.498,15.945
34,"F34_EPOSF_xx24",2009,2,35.702,47.553,46.777
34,"F34_EPOSF_xx24",2009,3,144.429,97.195,138.159
34,"F34_EPOSF_xx24",2009,4,80.81,79.712,73.873
34,"F34_EPOSF_xx24",2010,2,16.757,15.667,15.61
34,"F34_EPOSF_xx24",2010,3,179.707,120.24,131.594
34,"F34_EPOSF_xx24",2010,4,52.41,67.75,54.004
34,"F34_EPOSF_xx24",2011,2,62.838,60.296,70.741
34,"F34_EPOSF_xx24",2011,3,293.874,384.071,273.737
34,"F34_EPOSF_xx24",2011,4,70.99,64.89,65.249
34,"F34_EPOSF_xx24",2012,2,88.812,100.356,115.913
34,"F34_EPOSF_xx24",2012,3,149.585,101.458,164.943
34,"F34_EPOSF_xx24",2012,4,103.537,68.543,94.717
34,"F34_EPOSF_xx24",2013,3,119.908,122.527,153.841
34,"F34_EPOSF_xx24",2013,4,37.488,34.21,39.137
34,"F34_EPOSF_xx24",2014,3,53.194,63.989,59.324
34,"F34_EPOSF_xx24",2014,4,30.184,32.026,29.633
34,"F34_EPOSF_xx24",2015,2,11.89,13.731,12.643
34,"F34_EPOSF_xx24",2015,3,43.675,49.82,53.427
34,"F34_EPOSF_xx24",2015,4,39.491,52.183,45.651
34,"F34_EPOSF_xx24",2016,2,13.525,15.568,14.04
34,"F34_EPOSF_xx24",2016,3,39.736,50.124,43.729
34,"F34_EPOSF_xx24",2016,4,29.597,37.18,30.391
34,"F34_EPOSF_xx24",2017,2,8.601,9.424,9.16
34,"F34_EPOSF_xx24",2017,3,24.304,28.913,27.953
34,"F34_EPOSF_xx24",2017,4,18.907,21.504,20.715
34,"F34_EPOSF_xx24",2018,2,10.751,12.515,11.93
34,"F34_EPOSF_xx24",2018,3,43.92,51.235,53.822
34,"F34_EPOSF_xx24",2019,2,16.782,25.625,20.926
34,"F34_EPOSF_xx24",2019,3,103.479,138.131,123.005
34,"F34_EPOSF_xx24",2019,4,46.439,51.388,52.204
34,"F34_EPOSF_xx24",2020,3,33.329,45.667,34.425
34,"F34_EPOSF_xx24",2020,4,34.992,39.421,22.969
34,"F34_EPOSF_xx24",2021,3,18.247,20.042,16.941
34,"F34_EPOSF_xx24",2021,4,7.56,10.78,8.542
34,"F34_EPOSF_xx24",2022,3,33.841,31.152,34.217
34,"F34_EPOSF_xx24",2022,4,23.821,22.58,24.884
34,"F34_EPOSF_xx24",2023,3,44.177,40.299,47.614
34,"F34_EPOSF_xx24",2024,3,277.871,398.445,436.159
34,"F34_EPOSF_xx24",2024,4,53.894,63.674,51.408
35,"F35_JPTWKR_DNMisc",2008,1,19.955,15.817,15.713
35,"F35_JPTWKR_DNMisc",2008,2,23.529,21.794,25.056
35,"F35_JPTWKR_DNMisc",2008,3,4.871,5.32,5.534
35,"F35_JPTWKR_DNMisc",2008,4,22.913,20.957,17.423
35,"F35_JPTWKR_DNMisc",2009,1,18.229,16.581,15.424
35,"F35_JPTWKR_DNMisc",2009,2,18.66,19.102,17.827
35,"F35_JPTWKR_DNMisc",2009,4,83.288,117.777,102.417
35,"F35_JPTWKR_DNMisc",2010,2,5.096,5.782,5.082
35,"F35_JPTWKR_DNMisc",2010,3,4.48,4.584,5.469
35,"F35_JPTWKR_DNMisc",2010,4,39.629,27.059,21.194
35,"F35_JPTWKR_DNMisc",2011,1,12.13,11.216,10.587
35,"F35_JPTWKR_DNMisc",2011,4,18.62,19.479,17.362
35,"F35_JPTWKR_DNMisc",2012,1,12.578,11.381,10.533
35,"F35_JPTWKR_DNMisc",2012,2,23.098,24.029,21.598
35,"F35_JPTWKR_DNMisc",2014,4,4.373,3.736,3.541
35,"F35_JPTWKR_DNMisc",2015,1,5.293,4.67,5.427
35,"F35_JPTWKR_DNMisc",2015,3,4.106,4.64,4.687
35,"F35_JPTWKR_DNMisc",2015,4,12.202,14.618,16.203
35,"F35_JPTWKR_DNMisc",2016,2,2.08,2.344,2.045
35,"F35_JPTWKR_DNMisc",2016,4,5.921,5.266,5.025
35,"F35_JPTWKR_DNMisc",2017,4,17.97,21.023,17.934
35,"F35_JPTWKR_DNMisc",2018,3,7.347,6.064,4.978
35,"F35_JPTWKR_DNMisc",2018,4,50.143,30.421,24.775
35,"F35_JPTWKR_DNMisc",2022,3,2.73,2.937,2.71
35,"F35_JPTWKR_DNMisc",2023,3,2.599,2.574,2.477
36,"S36_JPLL_idx_adult",1996,1,21.892,6.219,7.297
36,"S36_JPLL_idx_adult",1997,1,22.494,7.413,8.132
36,"S36_JPLL_idx_adult",1998,1,21.715,7.418,8.714
36,"S36_JPLL_idx_adult",1999,1,19.078,6.483,8.053
36,"S36_JPLL_idx_adult",2000,1,18.053,6.926,7.584
36,"S36_JPLL_idx_adult",2001,1,16.573,6.181,6.967
36,"S36_JPLL_idx_adult",2002,1,16.754,6.291,6.67
36,"S36_JPLL_idx_adult",2003,1,16.656,6.492,7.036
36,"S36_JPLL_idx_adult",2004,1,16.639,5.305,6.928
36,"S36_JPLL_idx_adult",2005,1,16.808,6.268,7.058
36,"S36_JPLL_idx_adult",2006,1,16.127,6.573,6.885
36,"S36_JPLL_idx_adult",2007,1,15.226,6.505,6.849
36,"S36_JPLL_idx_adult",2008,1,13.906,6.184,7.172
36,"S36_JPLL_idx_adult",2009,1,14.2,5.09,6.303
36,"S36_JPLL_idx_adult",2010,1,15.252,5.848,6.106
36,"S36_JPLL_idx_adult",2011,1,16.264,6.103,6.392
36,"S36_JPLL_idx_adult",2012,1,16.025,5.978,6.7
36,"S36_JPLL_idx_adult",2013,1,15.874,5.848,6.683
36,"S36_JPLL_idx_adult",2014,1,15.551,5.898,6.61
36,"S36_JPLL_idx_adult",2015,1,15.259,5.729,6.415
36,"S36_JPLL_idx_adult",2016,1,15.578,5.729,6.32
36,"S36_JPLL_idx_adult",2017,1,17.013,6.298,6.781
36,"S36_JPLL_idx_adult",2018,1,18.052,6.75,7.238
36,"S36_JPLL_idx_adult",2019,1,19.293,7.267,7.447
36,"S36_JPLL_idx_adult",2020,1,17.821,7.225,7.813
36,"S36_JPLL_idx_adult",2021,1,13.563,6.244,8.459
36,"S36_JPLL_idx_adult",2022,1,16.12,5.279,6.848
36,"S36_JPLL_idx_adult",2023,1,19.621,6.593,6.72
36,"S36_JPLL_idx_adult",2024,1,19.662,6.995,7.309
