"Fleet","Fleet_Name","Yr","Seas","base2026","h=0.75","h=0.80","h=0.85"
21,"F21_JPPL_A35_Q3",1994,3,12.243,12.243,12.243,12.243
21,"F21_JPPL_A35_Q3",1995,3,24.676,24.676,24.676,24.676
21,"F21_JPPL_A35_Q3",1996,3,23.77,23.77,23.77,23.77
21,"F21_JPPL_A35_Q3",1997,3,24.177,24.177,24.177,24.177
21,"F21_JPPL_A35_Q3",1998,3,11.351,11.351,11.351,11.351
21,"F21_JPPL_A35_Q3",1999,3,40.593,40.593,40.593,40.593
21,"F21_JPPL_A35_Q3",2000,3,4.374,4.374,4.374,4.374
21,"F21_JPPL_A35_Q3",2001,3,45.016,45.016,45.016,45.016
21,"F21_JPPL_A35_Q3",2002,3,9.482,9.482,9.482,9.482
21,"F21_JPPL_A35_Q3",2003,3,30.576,30.576,30.576,30.576
21,"F21_JPPL_A35_Q3",2004,3,7.827,7.827,7.827,7.827
21,"F21_JPPL_A35_Q3",2005,3,7.158,7.158,7.158,7.158
21,"F21_JPPL_A35_Q3",2006,3,5.658,5.658,5.658,5.658
21,"F21_JPPL_A35_Q3",2007,3,17.731,17.73,17.73,17.73
21,"F21_JPPL_A35_Q3",2008,3,19.862,19.862,19.862,19.862
21,"F21_JPPL_A35_Q3",2009,3,15.544,15.544,15.544,15.544
21,"F21_JPPL_A35_Q3",2010,3,4.75,4.75,4.75,4.75
21,"F21_JPPL_A35_Q3",2011,3,6.949,6.949,6.949,6.949
21,"F21_JPPL_A35_Q3",2012,3,21.642,21.642,21.642,21.642
21,"F21_JPPL_A35_Q3",2013,3,3.771,3.771,3.771,3.771
21,"F21_JPPL_A35_Q3",2014,3,73.85,73.85,73.85,73.85
21,"F21_JPPL_A35_Q3",2015,3,15.878,15.878,15.878,15.878
21,"F21_JPPL_A35_Q3",2016,3,15.176,15.176,15.176,15.176
21,"F21_JPPL_A35_Q3",2017,3,21.105,21.105,21.105,21.105
21,"F21_JPPL_A35_Q3",2018,3,9.844,9.844,9.844,9.844
21,"F21_JPPL_A35_Q3",2019,3,8.485,8.485,8.485,8.485
21,"F21_JPPL_A35_Q3",2021,3,10.505,10.505,10.505,10.505
21,"F21_JPPL_A35_Q3",2023,3,8.357,8.358,8.358,8.358
21,"F21_JPPL_A35_Q3",2024,3,22.494,22.496,22.496,22.496
22,"F22_JPPL_A35_Q4",1994,4,7.665,7.665,7.665,7.665
22,"F22_JPPL_A35_Q4",1995,4,14.14,14.14,14.14,14.14
22,"F22_JPPL_A35_Q4",1997,4,4.858,4.858,4.858,4.858
22,"F22_JPPL_A35_Q4",2002,4,8.78,8.78,8.78,8.78
22,"F22_JPPL_A35_Q4",2003,4,38.113,38.113,38.113,38.113
22,"F22_JPPL_A35_Q4",2005,4,8.207,8.207,8.207,8.207
22,"F22_JPPL_A35_Q4",2009,4,4.506,4.506,4.506,4.506
22,"F22_JPPL_A35_Q4",2019,4,6.357,6.357,6.357,6.357
22,"F22_JPPL_A35_Q4",2020,4,1.184,1.184,1.184,1.184
23,"F23_JPPL_A24",1994,2,8.88,8.88,8.88,8.88
23,"F23_JPPL_A24",1996,2,9.6,9.6,9.6,9.6
23,"F23_JPPL_A24",1997,2,7.307,7.307,7.307,7.307
23,"F23_JPPL_A24",2002,1,13.542,13.542,13.542,13.542
23,"F23_JPPL_A24",2002,2,6.325,6.325,6.325,6.325
23,"F23_JPPL_A24",2002,4,11.494,11.494,11.494,11.494
23,"F23_JPPL_A24",2003,1,18.465,18.465,18.465,18.465
23,"F23_JPPL_A24",2003,2,12.993,12.993,12.993,12.993
23,"F23_JPPL_A24",2003,4,13.811,13.811,13.811,13.811
23,"F23_JPPL_A24",2004,1,80.397,80.396,80.396,80.396
23,"F23_JPPL_A24",2004,2,21.737,21.737,21.737,21.737
23,"F23_JPPL_A24",2005,1,3.681,3.681,3.681,3.681
23,"F23_JPPL_A24",2005,2,3.911,3.911,3.911,3.911
23,"F23_JPPL_A24",2006,2,14.615,14.615,14.615,14.615
23,"F23_JPPL_A24",2007,2,5.21,5.21,5.21,5.21
23,"F23_JPPL_A24",2009,2,12.224,12.224,12.224,12.224
23,"F23_JPPL_A24",2010,2,10.217,10.217,10.217,10.217
23,"F23_JPPL_A24",2011,2,17.076,17.076,17.076,17.076
23,"F23_JPPL_A24",2011,3,7.329,7.329,7.329,7.329
23,"F23_JPPL_A24",2013,2,5.942,5.942,5.942,5.942
23,"F23_JPPL_A24",2015,2,8.906,8.906,8.906,8.906
23,"F23_JPPL_A24",2015,3,11.27,11.27,11.27,11.27
23,"F23_JPPL_A24",2015,4,7.508,7.508,7.508,7.508
23,"F23_JPPL_A24",2017,2,11.937,11.937,11.937,11.937
23,"F23_JPPL_A24",2021,2,10.33,10.33,10.33,10.33
24,"F24_USLL_A35",1994,4,19.037,19.037,19.037,19.037
24,"F24_USLL_A35",1995,1,27.676,27.676,27.676,27.676
24,"F24_USLL_A35",1995,2,24.565,24.565,24.565,24.565
24,"F24_USLL_A35",1996,3,11.317,11.317,11.317,11.317
24,"F24_USLL_A35",1996,4,38.657,38.656,38.656,38.656
24,"F24_USLL_A35",1997,1,17.127,17.126,17.126,17.126
24,"F24_USLL_A35",1997,2,11.595,11.595,11.595,11.595
24,"F24_USLL_A35",1997,4,63.381,63.382,63.382,63.382
24,"F24_USLL_A35",1998,1,10.162,10.162,10.162,10.162
24,"F24_USLL_A35",1998,3,18.517,18.516,18.516,18.516
24,"F24_USLL_A35",1998,4,67.368,67.368,67.368,67.368
24,"F24_USLL_A35",1999,1,57.349,57.349,57.349,57.349
24,"F24_USLL_A35",1999,2,10.013,10.013,10.013,10.013
24,"F24_USLL_A35",1999,4,53.716,53.716,53.716,53.716
24,"F24_USLL_A35",2000,1,91.306,91.306,91.306,91.306
24,"F24_USLL_A35",2000,2,11.424,11.424,11.424,11.424
24,"F24_USLL_A35",2000,4,76.085,76.086,76.086,76.086
24,"F24_USLL_A35",2001,1,38.045,38.045,38.045,38.045
24,"F24_USLL_A35",2004,4,59.358,59.358,59.358,59.358
24,"F24_USLL_A35",2005,1,17.702,17.702,17.702,17.702
24,"F24_USLL_A35",2005,2,11.26,11.26,11.26,11.26
24,"F24_USLL_A35",2005,4,50.15,50.15,50.15,50.15
24,"F24_USLL_A35",2006,1,145.451,145.452,145.452,145.452
24,"F24_USLL_A35",2007,1,99.993,99.995,99.995,99.995
24,"F24_USLL_A35",2007,4,34.846,34.846,34.846,34.846
24,"F24_USLL_A35",2008,1,79.435,79.435,79.435,79.435
24,"F24_USLL_A35",2008,2,8.878,8.878,8.878,8.878
24,"F24_USLL_A35",2008,4,101.071,101.071,101.071,101.071
24,"F24_USLL_A35",2009,1,42.536,42.536,42.536,42.536
24,"F24_USLL_A35",2009,2,9.216,9.216,9.216,9.216
24,"F24_USLL_A35",2009,3,10.448,10.448,10.448,10.448
24,"F24_USLL_A35",2009,4,20.31,20.31,20.31,20.31
24,"F24_USLL_A35",2010,1,91.908,91.909,91.909,91.909
24,"F24_USLL_A35",2010,2,5.266,5.266,5.266,5.266
24,"F24_USLL_A35",2010,3,13.184,13.184,13.184,13.184
24,"F24_USLL_A35",2010,4,50.21,50.209,50.209,50.209
24,"F24_USLL_A35",2011,1,57.526,57.526,57.526,57.526
24,"F24_USLL_A35",2011,2,5.565,5.565,5.565,5.565
24,"F24_USLL_A35",2011,4,61.614,61.613,61.613,61.613
24,"F24_USLL_A35",2012,1,278.176,278.175,278.175,278.175
24,"F24_USLL_A35",2012,2,4.481,4.481,4.481,4.481
24,"F24_USLL_A35",2012,3,29.916,29.915,29.915,29.915
24,"F24_USLL_A35",2012,4,28.074,28.074,28.074,28.074
24,"F24_USLL_A35",2013,1,9.275,9.275,9.275,9.275
24,"F24_USLL_A35",2013,2,11.242,11.242,11.242,11.242
24,"F24_USLL_A35",2013,4,28.863,28.863,28.863,28.863
24,"F24_USLL_A35",2014,1,79.976,79.977,79.977,79.977
24,"F24_USLL_A35",2014,2,9.227,9.227,9.227,9.227
24,"F24_USLL_A35",2014,4,10.795,10.795,10.795,10.795
24,"F24_USLL_A35",2015,1,32.541,32.541,32.541,32.541
24,"F24_USLL_A35",2015,2,3.865,3.865,3.865,3.865
24,"F24_USLL_A35",2015,3,8.64,8.64,8.64,8.64
24,"F24_USLL_A35",2016,1,16.42,16.42,16.42,16.42
24,"F24_USLL_A35",2016,3,8.064,8.064,8.064,8.064
24,"F24_USLL_A35",2016,4,12.148,12.148,12.148,12.148
24,"F24_USLL_A35",2017,1,27.484,27.483,27.483,27.483
24,"F24_USLL_A35",2017,4,17.539,17.539,17.539,17.539
24,"F24_USLL_A35",2018,1,27.396,27.396,27.396,27.396
24,"F24_USLL_A35",2019,1,8.176,8.176,8.176,8.176
24,"F24_USLL_A35",2020,1,31.879,31.879,31.879,31.879
24,"F24_USLL_A35",2020,3,16.788,16.788,16.788,16.788
24,"F24_USLL_A35",2020,4,4.847,4.847,4.847,4.847
24,"F24_USLL_A35",2021,1,25.609,25.609,25.609,25.609
24,"F24_USLL_A35",2021,2,23.163,23.164,23.164,23.164
24,"F24_USLL_A35",2021,4,39.361,39.361,39.361,39.361
24,"F24_USLL_A35",2022,1,15.607,15.607,15.607,15.607
24,"F24_USLL_A35",2022,4,31.893,31.891,31.891,31.891
24,"F24_USLL_A35",2023,1,28.09,28.09,28.09,28.09
24,"F24_USLL_A35",2023,2,59.293,59.293,59.293,59.293
24,"F24_USLL_A35",2023,4,7.593,7.593,7.593,7.593
24,"F24_USLL_A35",2024,1,46.229,46.231,46.231,46.231
24,"F24_USLL_A35",2024,4,27.912,27.91,27.91,27.91
25,"F25_USLL_A24",1994,1,33.977,33.977,33.977,33.977
25,"F25_USLL_A24",1994,2,10.701,10.701,10.701,10.701
25,"F25_USLL_A24",1994,3,54.348,54.344,54.344,54.344
25,"F25_USLL_A24",1994,4,34.154,34.155,34.155,34.155
25,"F25_USLL_A24",1995,1,91.832,91.83,91.83,91.83
25,"F25_USLL_A24",1995,2,76.875,76.876,76.876,76.876
25,"F25_USLL_A24",1995,3,39.022,39.023,39.023,39.023
25,"F25_USLL_A24",1995,4,22.688,22.688,22.688,22.688
25,"F25_USLL_A24",1996,1,124.971,124.975,124.975,124.975
25,"F25_USLL_A24",1996,2,76.555,76.558,76.558,76.558
25,"F25_USLL_A24",1996,3,49.4,49.401,49.401,49.401
25,"F25_USLL_A24",1996,4,154.882,154.882,154.882,154.882
25,"F25_USLL_A24",1997,1,129.872,129.875,129.875,129.875
25,"F25_USLL_A24",1997,2,45.478,45.478,45.478,45.478
25,"F25_USLL_A24",1997,3,6.748,6.748,6.748,6.748
25,"F25_USLL_A24",1997,4,24.556,24.556,24.556,24.556
25,"F25_USLL_A24",1998,1,53.339,53.34,53.34,53.34
25,"F25_USLL_A24",1998,2,20.289,20.289,20.289,20.289
25,"F25_USLL_A24",1998,3,36.198,36.198,36.198,36.198
25,"F25_USLL_A24",1998,4,39.253,39.253,39.253,39.253
25,"F25_USLL_A24",1999,1,46.844,46.844,46.844,46.844
25,"F25_USLL_A24",1999,2,21.372,21.372,21.372,21.372
25,"F25_USLL_A24",1999,3,62.201,62.202,62.202,62.202
25,"F25_USLL_A24",1999,4,28.529,28.529,28.529,28.529
25,"F25_USLL_A24",2000,1,30.949,30.949,30.949,30.949
25,"F25_USLL_A24",2000,2,35.004,35.004,35.004,35.004
25,"F25_USLL_A24",2000,4,172.61,172.611,172.611,172.611
25,"F25_USLL_A24",2001,2,40.922,40.922,40.922,40.922
25,"F25_USLL_A24",2001,3,235.62,235.62,235.62,235.62
25,"F25_USLL_A24",2001,4,75.78,75.78,75.78,75.78
25,"F25_USLL_A24",2002,1,125.29,125.289,125.289,125.289
25,"F25_USLL_A24",2002,2,50.575,50.575,50.575,50.575
25,"F25_USLL_A24",2002,3,92.648,92.648,92.648,92.648
25,"F25_USLL_A24",2002,4,93.9,93.9,93.9,93.9
25,"F25_USLL_A24",2003,1,60.736,60.736,60.736,60.736
25,"F25_USLL_A24",2003,2,86.113,86.113,86.113,86.113
25,"F25_USLL_A24",2003,3,48.068,48.068,48.068,48.068
25,"F25_USLL_A24",2003,4,15.81,15.81,15.81,15.81
25,"F25_USLL_A24",2004,1,407.563,407.565,407.565,407.565
25,"F25_USLL_A24",2004,2,114.91,114.91,114.91,114.91
25,"F25_USLL_A24",2004,3,11.115,11.115,11.115,11.115
25,"F25_USLL_A24",2004,4,8.315,8.315,8.315,8.315
25,"F25_USLL_A24",2005,1,29.4,29.4,29.4,29.4
25,"F25_USLL_A24",2005,2,33.331,33.331,33.331,33.331
25,"F25_USLL_A24",2005,3,45.935,45.935,45.935,45.935
25,"F25_USLL_A24",2005,4,21.663,21.663,21.663,21.663
25,"F25_USLL_A24",2006,1,82.594,82.594,82.594,82.594
25,"F25_USLL_A24",2006,2,131.499,131.499,131.499,131.499
25,"F25_USLL_A24",2006,3,84.613,84.613,84.613,84.613
25,"F25_USLL_A24",2006,4,17.547,17.547,17.547,17.547
25,"F25_USLL_A24",2007,1,74.972,74.972,74.972,74.972
25,"F25_USLL_A24",2007,2,57.498,57.498,57.498,57.498
25,"F25_USLL_A24",2007,3,114.224,114.224,114.224,114.224
25,"F25_USLL_A24",2007,4,159.716,159.716,159.716,159.716
25,"F25_USLL_A24",2008,1,61.148,61.148,61.148,61.148
25,"F25_USLL_A24",2008,2,101.094,101.094,101.094,101.094
25,"F25_USLL_A24",2008,3,11.639,11.639,11.639,11.639
25,"F25_USLL_A24",2008,4,27.41,27.41,27.41,27.41
25,"F25_USLL_A24",2009,1,28.967,28.967,28.967,28.967
25,"F25_USLL_A24",2009,2,70.192,70.192,70.192,70.192
25,"F25_USLL_A24",2009,4,15.698,15.698,15.698,15.698
25,"F25_USLL_A24",2010,1,49.836,49.836,49.836,49.836
25,"F25_USLL_A24",2010,2,121.997,121.997,121.997,121.997
25,"F25_USLL_A24",2010,4,71.518,71.518,71.518,71.518
25,"F25_USLL_A24",2011,1,122.481,122.481,122.481,122.481
25,"F25_USLL_A24",2011,2,114.514,114.515,114.515,114.515
25,"F25_USLL_A24",2011,3,32.258,32.258,32.258,32.258
25,"F25_USLL_A24",2011,4,24.171,24.171,24.171,24.171
25,"F25_USLL_A24",2012,1,107.889,107.889,107.889,107.889
25,"F25_USLL_A24",2012,2,99.814,99.813,99.813,99.813
25,"F25_USLL_A24",2012,3,25.63,25.63,25.63,25.63
25,"F25_USLL_A24",2012,4,49.473,49.473,49.473,49.473
25,"F25_USLL_A24",2013,1,140.941,140.94,140.94,140.94
25,"F25_USLL_A24",2013,2,107.209,107.21,107.21,107.21
25,"F25_USLL_A24",2013,3,23.536,23.536,23.536,23.536
25,"F25_USLL_A24",2013,4,53.037,53.037,53.037,53.037
25,"F25_USLL_A24",2014,1,49.432,49.432,49.432,49.432
25,"F25_USLL_A24",2014,2,117.059,117.059,117.059,117.059
25,"F25_USLL_A24",2014,3,37.404,37.404,37.404,37.404
25,"F25_USLL_A24",2014,4,18.108,18.108,18.108,18.108
25,"F25_USLL_A24",2015,1,97.462,97.462,97.462,97.462
25,"F25_USLL_A24",2015,2,186.301,186.301,186.301,186.301
25,"F25_USLL_A24",2015,3,23.789,23.789,23.789,23.789
25,"F25_USLL_A24",2015,4,47.322,47.322,47.322,47.322
25,"F25_USLL_A24",2016,1,153.271,153.272,153.272,153.272
25,"F25_USLL_A24",2016,2,297.981,297.982,297.982,297.982
25,"F25_USLL_A24",2016,3,143.556,143.556,143.556,143.556
25,"F25_USLL_A24",2016,4,9.199,9.199,9.199,9.199
25,"F25_USLL_A24",2017,1,34.844,34.844,34.844,34.844
25,"F25_USLL_A24",2017,2,22.416,22.416,22.416,22.416
25,"F25_USLL_A24",2017,3,17.849,17.849,17.849,17.849
25,"F25_USLL_A24",2018,1,18.201,18.201,18.201,18.201
25,"F25_USLL_A24",2018,2,28.932,28.932,28.932,28.932
25,"F25_USLL_A24",2018,3,26.251,26.251,26.251,26.251
25,"F25_USLL_A24",2018,4,35.199,35.199,35.199,35.199
25,"F25_USLL_A24",2019,1,17.984,17.984,17.984,17.984
25,"F25_USLL_A24",2019,2,15.139,15.139,15.139,15.139
25,"F25_USLL_A24",2019,3,25.48,25.48,25.48,25.48
25,"F25_USLL_A24",2019,4,14.591,14.591,14.591,14.591
25,"F25_USLL_A24",2020,1,26.704,26.704,26.704,26.704
25,"F25_USLL_A24",2020,3,34.04,34.04,34.04,34.04
25,"F25_USLL_A24",2020,4,6.558,6.558,6.558,6.558
25,"F25_USLL_A24",2021,1,29.206,29.206,29.206,29.206
25,"F25_USLL_A24",2021,3,27.059,27.059,27.059,27.059
25,"F25_USLL_A24",2021,4,31.764,31.763,31.763,31.763
25,"F25_USLL_A24",2022,1,50.789,50.789,50.789,50.789
25,"F25_USLL_A24",2022,2,35.064,35.064,35.064,35.064
25,"F25_USLL_A24",2022,3,82.216,82.216,82.216,82.216
25,"F25_USLL_A24",2022,4,50.24,50.241,50.241,50.241
25,"F25_USLL_A24",2023,1,36.536,36.537,36.537,36.537
25,"F25_USLL_A24",2023,2,24.953,24.953,24.953,24.953
25,"F25_USLL_A24",2023,3,39.902,39.902,39.902,39.902
25,"F25_USLL_A24",2023,4,29.472,29.472,29.472,29.472
25,"F25_USLL_A24",2024,2,29.302,29.302,29.302,29.302
25,"F25_USLL_A24",2024,3,26.226,26.226,26.226,26.226
25,"F25_USLL_A24",2024,4,29.702,29.702,29.702,29.702
26,"F26_TWLL_A35",2003,1,20.555,20.555,20.555,20.555
26,"F26_TWLL_A35",2003,3,3.297,3.297,3.297,3.297
26,"F26_TWLL_A35",2003,4,18.451,18.451,18.451,18.451
26,"F26_TWLL_A35",2004,1,87.395,87.397,87.397,87.397
26,"F26_TWLL_A35",2004,3,57.6,57.6,57.6,57.6
26,"F26_TWLL_A35",2004,4,103.024,103.023,103.023,103.023
26,"F26_TWLL_A35",2005,1,65.526,65.525,65.525,65.525
26,"F26_TWLL_A35",2005,3,6.662,6.662,6.662,6.662
26,"F26_TWLL_A35",2005,4,94.529,94.528,94.528,94.528
26,"F26_TWLL_A35",2006,1,49.569,49.568,49.568,49.568
26,"F26_TWLL_A35",2006,2,117.746,117.745,117.745,117.745
26,"F26_TWLL_A35",2006,3,11.73,11.73,11.73,11.73
26,"F26_TWLL_A35",2006,4,76.698,76.699,76.699,76.699
26,"F26_TWLL_A35",2007,1,209.565,209.571,209.571,209.571
26,"F26_TWLL_A35",2007,2,27.694,27.695,27.695,27.695
26,"F26_TWLL_A35",2007,4,110.477,110.478,110.478,110.478
26,"F26_TWLL_A35",2008,1,82.049,82.048,82.048,82.048
26,"F26_TWLL_A35",2008,2,48.507,48.507,48.507,48.507
26,"F26_TWLL_A35",2008,3,13.799,13.799,13.799,13.799
26,"F26_TWLL_A35",2008,4,31.669,31.669,31.669,31.669
26,"F26_TWLL_A35",2009,1,127.36,127.357,127.357,127.357
26,"F26_TWLL_A35",2009,4,14.827,14.827,14.827,14.827
26,"F26_TWLL_A35",2010,1,96.198,96.2,96.2,96.2
26,"F26_TWLL_A35",2010,2,15.771,15.772,15.772,15.772
26,"F26_TWLL_A35",2010,3,23.058,23.058,23.058,23.058
26,"F26_TWLL_A35",2010,4,36.611,36.611,36.611,36.611
26,"F26_TWLL_A35",2011,1,48.904,48.904,48.904,48.904
26,"F26_TWLL_A35",2011,2,4.266,4.266,4.266,4.266
26,"F26_TWLL_A35",2011,3,23.38,23.38,23.38,23.38
26,"F26_TWLL_A35",2011,4,28.764,28.764,28.764,28.764
26,"F26_TWLL_A35",2012,1,88.612,88.613,88.613,88.613
26,"F26_TWLL_A35",2012,4,52.54,52.539,52.539,52.539
26,"F26_TWLL_A35",2013,1,74.648,74.646,74.646,74.646
26,"F26_TWLL_A35",2013,4,62.517,62.516,62.516,62.516
26,"F26_TWLL_A35",2014,1,83.518,83.518,83.518,83.518
26,"F26_TWLL_A35",2014,4,35.785,35.784,35.784,35.784
26,"F26_TWLL_A35",2015,1,23.278,23.278,23.278,23.278
26,"F26_TWLL_A35",2015,4,25.756,25.756,25.756,25.756
26,"F26_TWLL_A35",2016,1,27.11,27.11,27.11,27.11
26,"F26_TWLL_A35",2016,2,6.897,6.897,6.897,6.897
26,"F26_TWLL_A35",2016,4,22.38,22.38,22.38,22.38
26,"F26_TWLL_A35",2017,1,35.73,35.73,35.73,35.73
26,"F26_TWLL_A35",2017,4,45.524,45.523,45.523,45.523
26,"F26_TWLL_A35",2018,1,107.03,107.031,107.031,107.031
26,"F26_TWLL_A35",2018,4,68.361,68.36,68.36,68.36
26,"F26_TWLL_A35",2019,1,182.689,182.686,182.686,182.686
26,"F26_TWLL_A35",2019,4,196.068,196.065,196.065,196.065
26,"F26_TWLL_A35",2020,1,38.505,38.505,38.505,38.505
26,"F26_TWLL_A35",2020,2,5.646,5.646,5.646,5.646
26,"F26_TWLL_A35",2020,4,367.228,367.225,367.225,367.225
26,"F26_TWLL_A35",2021,1,43.05,43.05,43.05,43.05
26,"F26_TWLL_A35",2021,2,35.3,35.3,35.3,35.3
26,"F26_TWLL_A35",2021,3,5.72,5.72,5.72,5.72
26,"F26_TWLL_A35",2021,4,54.911,54.911,54.911,54.911
26,"F26_TWLL_A35",2022,1,43.264,43.264,43.264,43.264
26,"F26_TWLL_A35",2022,2,70.104,70.103,70.103,70.103
26,"F26_TWLL_A35",2022,4,47.403,47.402,47.402,47.402
26,"F26_TWLL_A35",2023,1,29.021,29.02,29.02,29.02
26,"F26_TWLL_A35",2023,2,3.181,3.181,3.181,3.181
26,"F26_TWLL_A35",2023,4,199.334,199.351,199.351,199.351
26,"F26_TWLL_A35",2024,1,132.849,132.822,132.822,132.822
26,"F26_TWLL_A35",2024,2,36.499,36.502,36.502,36.502
26,"F26_TWLL_A35",2024,3,29.116,29.116,29.116,29.116
26,"F26_TWLL_A35",2024,4,100.849,100.824,100.824,100.824
29,"F29_CNLL_A35",2013,3,307.993,307.994,307.994,307.994
29,"F29_CNLL_A35",2014,3,29.009,29.009,29.009,29.009
29,"F29_CNLL_A35",2017,3,11.063,11.063,11.063,11.063
29,"F29_CNLL_A35",2018,3,11.148,11.148,11.148,11.148
29,"F29_CNLL_A35",2020,3,250.856,250.859,250.859,250.859
30,"F30_CNLL_A24",1997,3,32.219,32.219,32.219,32.219
30,"F30_CNLL_A24",1998,3,7.067,7.067,7.067,7.067
30,"F30_CNLL_A24",1999,3,16.021,16.021,16.021,16.021
30,"F30_CNLL_A24",2000,3,8.094,8.094,8.094,8.094
30,"F30_CNLL_A24",2004,3,26.998,26.998,26.998,26.998
30,"F30_CNLL_A24",2005,3,8.276,8.276,8.276,8.276
30,"F30_CNLL_A24",2006,3,34.857,34.858,34.858,34.858
30,"F30_CNLL_A24",2007,3,11.738,11.738,11.738,11.738
30,"F30_CNLL_A24",2008,3,6.988,6.988,6.988,6.988
30,"F30_CNLL_A24",2009,3,11.035,11.035,11.035,11.035
30,"F30_CNLL_A24",2010,3,8.395,8.395,8.395,8.395
30,"F30_CNLL_A24",2011,3,9.643,9.643,9.643,9.643
30,"F30_CNLL_A24",2012,3,8.34,8.34,8.34,8.34
30,"F30_CNLL_A24",2013,3,6.046,6.046,6.046,6.046
30,"F30_CNLL_A24",2014,3,25.554,25.554,25.554,25.554
30,"F30_CNLL_A24",2016,3,4.455,4.455,4.455,4.455
30,"F30_CNLL_A24",2017,3,9.583,9.583,9.583,9.583
30,"F30_CNLL_A24",2018,3,11.277,11.277,11.277,11.277
30,"F30_CNLL_A24",2019,3,5.519,5.518,5.518,5.518
30,"F30_CNLL_A24",2020,3,21.014,21.014,21.014,21.014
30,"F30_CNLL_A24",2021,3,11.354,11.354,11.354,11.354
30,"F30_CNLL_A24",2022,3,99.855,99.855,99.855,99.855
30,"F30_CNLL_A24",2023,3,4.268,4.268,4.268,4.268
30,"F30_CNLL_A24",2024,3,17.483,17.484,17.484,17.484
31,"F31_VULL_mt",2000,3,50.07,50.07,50.07,50.07
31,"F31_VULL_mt",2014,3,47.347,47.348,47.348,47.348
31,"F31_VULL_mt",2015,3,5.488,5.488,5.488,5.488
31,"F31_VULL_mt",2023,3,20.355,20.355,20.355,20.355
31,"F31_VULL_mt",2024,3,43.22,43.221,43.221,43.221
34,"F34_EPOSF_xx24",1995,3,67.426,67.426,67.426,67.426
34,"F34_EPOSF_xx24",1996,2,56.572,56.572,56.572,56.572
34,"F34_EPOSF_xx24",1996,3,35.661,35.661,35.661,35.661
34,"F34_EPOSF_xx24",1996,4,67.691,67.691,67.691,67.691
34,"F34_EPOSF_xx24",1997,2,44.26,44.26,44.26,44.26
34,"F34_EPOSF_xx24",1997,3,86.067,86.066,86.066,86.066
34,"F34_EPOSF_xx24",1997,4,15.503,15.503,15.503,15.503
34,"F34_EPOSF_xx24",1998,3,122.996,122.997,122.997,122.997
34,"F34_EPOSF_xx24",1998,4,20.556,20.556,20.556,20.556
34,"F34_EPOSF_xx24",1999,2,41.689,41.689,41.689,41.689
34,"F34_EPOSF_xx24",1999,3,27.667,27.667,27.667,27.667
34,"F34_EPOSF_xx24",2000,2,19.477,19.477,19.477,19.477
34,"F34_EPOSF_xx24",2000,3,210.608,210.612,210.612,210.612
34,"F34_EPOSF_xx24",2001,2,38.695,38.695,38.695,38.695
34,"F34_EPOSF_xx24",2001,3,78.194,78.194,78.194,78.194
34,"F34_EPOSF_xx24",2002,3,21.665,21.665,21.665,21.665
34,"F34_EPOSF_xx24",2003,3,289.222,289.226,289.226,289.226
34,"F34_EPOSF_xx24",2004,2,21.924,21.924,21.924,21.924
34,"F34_EPOSF_xx24",2004,3,66.612,66.613,66.613,66.613
34,"F34_EPOSF_xx24",2004,4,111.105,111.104,111.104,111.104
34,"F34_EPOSF_xx24",2005,2,118.417,118.418,118.418,118.418
34,"F34_EPOSF_xx24",2005,3,208.676,208.676,208.676,208.676
34,"F34_EPOSF_xx24",2005,4,12.997,12.997,12.997,12.997
34,"F34_EPOSF_xx24",2006,3,55.055,55.055,55.055,55.055
34,"F34_EPOSF_xx24",2006,4,58.514,58.514,58.514,58.514
34,"F34_EPOSF_xx24",2007,2,13.602,13.602,13.602,13.602
34,"F34_EPOSF_xx24",2007,3,41.701,41.702,41.702,41.702
34,"F34_EPOSF_xx24",2008,2,8.893,8.893,8.893,8.893
34,"F34_EPOSF_xx24",2008,3,357.822,357.822,357.822,357.822
34,"F34_EPOSF_xx24",2008,4,15.972,15.972,15.972,15.972
34,"F34_EPOSF_xx24",2009,2,35.702,35.702,35.702,35.702
34,"F34_EPOSF_xx24",2009,3,144.429,144.43,144.43,144.43
34,"F34_EPOSF_xx24",2009,4,80.81,80.81,80.81,80.81
34,"F34_EPOSF_xx24",2010,2,16.757,16.757,16.757,16.757
34,"F34_EPOSF_xx24",2010,3,179.707,179.709,179.709,179.709
34,"F34_EPOSF_xx24",2010,4,52.41,52.41,52.41,52.41
34,"F34_EPOSF_xx24",2011,2,62.838,62.838,62.838,62.838
34,"F34_EPOSF_xx24",2011,3,293.874,293.869,293.869,293.869
34,"F34_EPOSF_xx24",2011,4,70.99,70.99,70.99,70.99
34,"F34_EPOSF_xx24",2012,2,88.812,88.812,88.812,88.812
34,"F34_EPOSF_xx24",2012,3,149.585,149.584,149.584,149.584
34,"F34_EPOSF_xx24",2012,4,103.537,103.536,103.536,103.536
34,"F34_EPOSF_xx24",2013,3,119.908,119.908,119.908,119.908
34,"F34_EPOSF_xx24",2013,4,37.488,37.488,37.488,37.488
34,"F34_EPOSF_xx24",2014,3,53.194,53.193,53.193,53.193
34,"F34_EPOSF_xx24",2014,4,30.184,30.184,30.184,30.184
34,"F34_EPOSF_xx24",2015,2,11.89,11.89,11.89,11.89
34,"F34_EPOSF_xx24",2015,3,43.675,43.675,43.675,43.675
