"Fleet","Fleet_Name","Yr","Seas","base2026","estM","M=0.3","M=consM_consF"
20,"F20_JPPL_A35_Q2",2018,2,24.745,23.332,25.617,24.821
20,"F20_JPPL_A35_Q2",2019,2,8.05,8.414,7.763,8
20,"F20_JPPL_A35_Q2",2020,2,22.463,22.65,20.948,22.262
20,"F20_JPPL_A35_Q2",2021,2,3.616,3.696,3.555,3.607
20,"F20_JPPL_A35_Q2",2022,2,2.577,2.593,2.578,2.58
20,"F20_JPPL_A35_Q2",2023,2,56.84,60.913,53.303,56.206
20,"F20_JPPL_A35_Q2",2024,2,12.611,11.915,12.83,12.628
21,"F21_JPPL_A35_Q3",1994,3,12.243,11.696,12.234,12.291
21,"F21_JPPL_A35_Q3",1995,3,24.676,20.023,23.407,24.858
21,"F21_JPPL_A35_Q3",1996,3,23.77,23.943,22.675,23.794
21,"F21_JPPL_A35_Q3",1997,3,24.177,27.609,22.902,24.067
21,"F21_JPPL_A35_Q3",1998,3,11.351,10.496,11.449,11.392
21,"F21_JPPL_A35_Q3",1999,3,40.593,50.788,37.103,39.6
21,"F21_JPPL_A35_Q3",2000,3,4.374,4.687,4.311,4.372
21,"F21_JPPL_A35_Q3",2001,3,45.016,25.212,51.359,45.839
21,"F21_JPPL_A35_Q3",2002,3,9.482,9.73,9.463,9.518
21,"F21_JPPL_A35_Q3",2003,3,30.576,26.921,29.943,30.736
21,"F21_JPPL_A35_Q3",2004,3,7.827,6.927,7.795,7.815
21,"F21_JPPL_A35_Q3",2005,3,7.158,9.564,6.716,7.07
21,"F21_JPPL_A35_Q3",2006,3,5.658,7.586,5.322,5.597
21,"F21_JPPL_A35_Q3",2007,3,17.731,21.364,16.499,17.437
21,"F21_JPPL_A35_Q3",2008,3,19.862,22.884,20.062,19.804
21,"F21_JPPL_A35_Q3",2009,3,15.544,21.821,14.829,15.462
21,"F21_JPPL_A35_Q3",2010,3,4.75,5.226,4.573,4.731
21,"F21_JPPL_A35_Q3",2011,3,6.949,5.748,7.287,7.016
21,"F21_JPPL_A35_Q3",2012,3,21.642,28.695,19.413,21.168
21,"F21_JPPL_A35_Q3",2013,3,3.771,3.685,3.74,3.767
21,"F21_JPPL_A35_Q3",2014,3,73.85,70.76,67.895,72.972
21,"F21_JPPL_A35_Q3",2015,3,15.878,14.641,15.035,15.76
21,"F21_JPPL_A35_Q3",2016,3,15.176,23.569,13.701,14.951
21,"F21_JPPL_A35_Q3",2017,3,21.105,14.276,22.025,21.299
21,"F21_JPPL_A35_Q3",2018,3,9.844,9.813,9.509,9.797
21,"F21_JPPL_A35_Q3",2019,3,8.485,7.649,8.283,8.466
21,"F21_JPPL_A35_Q3",2021,3,10.505,13.79,9.483,10.311
21,"F21_JPPL_A35_Q3",2023,3,8.357,9.393,8.003,8.262
21,"F21_JPPL_A35_Q3",2024,3,22.494,17.009,24.209,22.771
22,"F22_JPPL_A35_Q4",1994,4,7.665,7.917,7.836,7.637
22,"F22_JPPL_A35_Q4",1995,4,14.14,10.635,13.938,13.645
22,"F22_JPPL_A35_Q4",1997,4,4.858,5.444,4.882,4.949
22,"F22_JPPL_A35_Q4",2002,4,8.78,10.569,9.591,8.786
22,"F22_JPPL_A35_Q4",2003,4,38.113,24.191,35.804,36.494
22,"F22_JPPL_A35_Q4",2005,4,8.207,7.394,8.166,8.086
22,"F22_JPPL_A35_Q4",2009,4,4.506,4.512,4.527,4.485
22,"F22_JPPL_A35_Q4",2019,4,6.357,5.4,6.097,6.334
22,"F22_JPPL_A35_Q4",2020,4,1.184,1.111,1.175,1.186
23,"F23_JPPL_A24",1994,2,8.88,8.764,9.058,8.905
23,"F23_JPPL_A24",1996,2,9.6,9.578,9.322,9.617
23,"F23_JPPL_A24",1997,2,7.307,6.633,7.557,7.346
23,"F23_JPPL_A24",2002,1,13.542,13.826,13.393,13.615
23,"F23_JPPL_A24",2002,2,6.325,6.154,6.414,6.287
23,"F23_JPPL_A24",2002,4,11.494,11.046,11.512,11.474
23,"F23_JPPL_A24",2003,1,18.465,17.722,18.357,18.313
23,"F23_JPPL_A24",2003,2,12.993,14.21,12.709,13.139
23,"F23_JPPL_A24",2003,4,13.811,12.553,14.559,13.85
23,"F23_JPPL_A24",2004,1,80.397,93.319,78.642,81.838
23,"F23_JPPL_A24",2004,2,21.737,23.361,20.649,21.661
23,"F23_JPPL_A24",2005,1,3.681,3.688,3.7,3.681
23,"F23_JPPL_A24",2005,2,3.911,3.917,3.934,3.911
23,"F23_JPPL_A24",2006,2,14.615,14.599,14.756,14.561
23,"F23_JPPL_A24",2007,2,5.21,5.43,5.141,5.198
23,"F23_JPPL_A24",2009,2,12.224,12.273,12.022,12.083
23,"F23_JPPL_A24",2010,2,10.217,10.556,10.055,10.145
23,"F23_JPPL_A24",2011,2,17.076,17.425,16.983,17.016
23,"F23_JPPL_A24",2011,3,7.329,7.382,7.263,7.3
23,"F23_JPPL_A24",2013,2,5.942,5.871,5.961,5.949
23,"F23_JPPL_A24",2015,2,8.906,8.899,8.87,8.91
23,"F23_JPPL_A24",2015,3,11.27,10.818,11.487,11.339
23,"F23_JPPL_A24",2015,4,7.508,7.3,7.615,7.536
23,"F23_JPPL_A24",2017,2,11.937,12.269,11.848,11.93
23,"F23_JPPL_A24",2021,2,10.33,10.291,10.084,10.233
24,"F24_USLL_A35",1994,4,19.037,18.364,20.166,18.901
24,"F24_USLL_A35",1995,1,27.676,27.131,28.428,27.569
24,"F24_USLL_A35",1995,2,24.565,23.921,26.111,24.299
24,"F24_USLL_A35",1996,3,11.317,10.854,11.29,11.35
24,"F24_USLL_A35",1996,4,38.657,34.127,38.009,38.773
24,"F24_USLL_A35",1997,1,17.127,16.032,17.673,17.138
24,"F24_USLL_A35",1997,2,11.595,10.875,12.064,11.604
24,"F24_USLL_A35",1997,4,63.381,68.614,59.857,63.187
24,"F24_USLL_A35",1998,1,10.162,10.004,10.266,10.171
24,"F24_USLL_A35",1998,3,18.517,17.991,18.904,18.574
24,"F24_USLL_A35",1998,4,67.368,75.85,60.65,67.014
24,"F24_USLL_A35",1999,1,57.349,56.923,55.073,56.988
24,"F24_USLL_A35",1999,2,10.013,9.88,10.19,10.057
24,"F24_USLL_A35",1999,4,53.716,58.47,50.988,52.977
24,"F24_USLL_A35",2000,1,91.306,93.851,93.808,90.848
24,"F24_USLL_A35",2000,2,11.424,11.089,11.895,11.474
24,"F24_USLL_A35",2000,4,76.085,79.332,71.096,76.607
24,"F24_USLL_A35",2001,1,38.045,37.285,37.75,38.562
24,"F24_USLL_A35",2004,4,59.358,56.8,61.499,59.638
24,"F24_USLL_A35",2005,1,17.702,16.862,18.604,17.802
24,"F24_USLL_A35",2005,2,11.26,11.538,11.185,11.281
24,"F24_USLL_A35",2005,4,50.15,54.664,47.584,49.789
24,"F24_USLL_A35",2006,1,145.451,150.236,140.461,145.226
24,"F24_USLL_A35",2007,1,99.993,102.756,106.369,100.41
24,"F24_USLL_A35",2007,4,34.846,36.694,33.639,34.809
24,"F24_USLL_A35",2008,1,79.435,86.605,75.441,79.352
24,"F24_USLL_A35",2008,2,8.878,8.811,9.024,8.862
24,"F24_USLL_A35",2008,4,101.071,101.623,91.396,99.835
24,"F24_USLL_A35",2009,1,42.536,40.946,40.859,42.208
24,"F24_USLL_A35",2009,2,9.216,9.186,9.085,9.186
24,"F24_USLL_A35",2009,3,10.448,10.188,10.795,10.505
24,"F24_USLL_A35",2009,4,20.31,20.046,20.785,20.368
24,"F24_USLL_A35",2010,1,91.908,87.894,98.213,92.474
24,"F24_USLL_A35",2010,2,5.266,5.256,5.31,5.272
24,"F24_USLL_A35",2010,3,13.184,12.776,13.337,13.169
24,"F24_USLL_A35",2010,4,50.21,54.252,46.707,49.804
24,"F24_USLL_A35",2011,1,57.526,62.483,53.544,57.403
24,"F24_USLL_A35",2011,2,5.565,5.548,5.592,5.555
24,"F24_USLL_A35",2011,4,61.614,67.001,56.866,61.441
24,"F24_USLL_A35",2012,1,278.176,302.781,256.411,277.384
24,"F24_USLL_A35",2012,2,4.481,4.508,4.492,4.476
24,"F24_USLL_A35",2012,3,29.916,30.223,29.363,29.741
24,"F24_USLL_A35",2012,4,28.074,27.505,28.828,28.075
24,"F24_USLL_A35",2013,1,9.275,9.037,9.503,9.345
24,"F24_USLL_A35",2013,2,11.242,11.535,10.974,11.158
24,"F24_USLL_A35",2013,4,28.863,30.157,27.884,28.807
24,"F24_USLL_A35",2014,1,79.976,80.793,81.766,81.016
24,"F24_USLL_A35",2014,2,9.227,9.306,9.184,9.181
24,"F24_USLL_A35",2014,4,10.795,10.953,10.567,10.777
24,"F24_USLL_A35",2015,1,32.541,31.494,34.176,32.798
24,"F24_USLL_A35",2015,2,3.865,3.854,3.893,3.86
24,"F24_USLL_A35",2015,3,8.64,8.501,8.85,8.635
24,"F24_USLL_A35",2016,1,16.42,16.244,16.672,16.426
24,"F24_USLL_A35",2016,3,8.064,7.874,8.298,8.077
24,"F24_USLL_A35",2016,4,12.148,11.884,12.461,12.178
24,"F24_USLL_A35",2017,1,27.484,27.403,26.901,27.408
24,"F24_USLL_A35",2017,4,17.539,17.476,17.368,17.556
24,"F24_USLL_A35",2018,1,27.396,26.252,28.846,27.506
24,"F24_USLL_A35",2019,1,8.176,8.187,8.166,8.164
24,"F24_USLL_A35",2020,1,31.879,31.39,32.267,31.784
24,"F24_USLL_A35",2020,3,16.788,16.731,17.003,16.824
24,"F24_USLL_A35",2020,4,4.847,4.785,4.883,4.856
24,"F24_USLL_A35",2021,1,25.609,24.948,26.176,25.748
24,"F24_USLL_A35",2021,2,23.163,22.837,23.603,23.28
24,"F24_USLL_A35",2021,4,39.361,39.236,40.308,39.638
24,"F24_USLL_A35",2022,1,15.607,16.023,15.624,15.68
24,"F24_USLL_A35",2022,4,31.893,31.17,32.675,32.029
24,"F24_USLL_A35",2023,1,28.09,29.18,27.722,28.057
24,"F24_USLL_A35",2023,2,59.293,56.1,58.821,59.068
24,"F24_USLL_A35",2023,4,7.593,7.523,7.582,7.581
24,"F24_USLL_A35",2024,1,46.229,45.348,45.174,46.187
24,"F24_USLL_A35",2024,4,27.912,29.509,27.502,27.977
25,"F25_USLL_A24",1994,1,33.977,32.975,33.603,34.312
25,"F25_USLL_A24",1994,2,10.701,10.354,10.238,10.617
25,"F25_USLL_A24",1994,3,54.348,50.541,50.449,52.819
25,"F25_USLL_A24",1994,4,34.154,34.626,35.755,34.54
25,"F25_USLL_A24",1995,1,91.832,85.806,88.832,91.33
25,"F25_USLL_A24",1995,2,76.875,74.077,78.331,76.517
25,"F25_USLL_A24",1995,3,39.022,38.383,41.135,39.046
25,"F25_USLL_A24",1995,4,22.688,22.305,23.727,22.694
25,"F25_USLL_A24",1996,1,124.971,134.753,126.469,127.491
25,"F25_USLL_A24",1996,2,76.555,80.654,78.128,77.072
25,"F25_USLL_A24",1996,3,49.4,50.786,50.983,49.888
25,"F25_USLL_A24",1996,4,154.882,149.48,174.297,154.835
25,"F25_USLL_A24",1997,1,129.872,150.915,122.444,132.374
25,"F25_USLL_A24",1997,2,45.478,51.653,44.072,45.905
25,"F25_USLL_A24",1997,3,6.748,7.017,6.58,6.76
25,"F25_USLL_A24",1997,4,24.556,25.889,25.029,24.778
25,"F25_USLL_A24",1998,1,53.339,60.085,50.887,53.729
25,"F25_USLL_A24",1998,2,20.289,22.136,19.392,20.356
25,"F25_USLL_A24",1998,3,36.198,41.868,33.242,36.398
25,"F25_USLL_A24",1998,4,39.253,40.984,37.148,38.898
25,"F25_USLL_A24",1999,1,46.844,46.093,45.579,46.059
25,"F25_USLL_A24",1999,2,21.372,23.26,20.127,21.533
25,"F25_USLL_A24",1999,3,62.201,63.942,59.944,62.65
25,"F25_USLL_A24",1999,4,28.529,26.874,29.722,27.808
25,"F25_USLL_A24",2000,1,30.949,29.022,32.251,30.264
25,"F25_USLL_A24",2000,2,35.004,34.879,35.261,35.03
25,"F25_USLL_A24",2000,4,172.61,193.846,144.143,176.475
25,"F25_USLL_A24",2001,2,40.922,45.265,37.725,41.43
25,"F25_USLL_A24",2001,3,235.62,230.469,221.16,233.687
25,"F25_USLL_A24",2001,4,75.78,65.732,81.972,73.72
25,"F25_USLL_A24",2002,1,125.29,148.423,113.021,127.107
25,"F25_USLL_A24",2002,2,50.575,60.324,46.31,51.234
25,"F25_USLL_A24",2002,3,92.648,104.259,81.092,93.741
25,"F25_USLL_A24",2002,4,93.9,78.706,99.476,91.276
25,"F25_USLL_A24",2003,1,60.736,71.416,53.359,61.61
25,"F25_USLL_A24",2003,2,86.113,106.531,74.457,87.224
25,"F25_USLL_A24",2003,3,48.068,41.615,52.088,47.112
25,"F25_USLL_A24",2003,4,15.81,14.557,16.32,15.633
25,"F25_USLL_A24",2004,1,407.563,570.607,297.34,425.176
25,"F25_USLL_A24",2004,2,114.91,109.471,109.713,113.928
25,"F25_USLL_A24",2004,3,11.115,10.966,11.122,11.058
25,"F25_USLL_A24",2004,4,8.315,8.215,8.364,8.264
25,"F25_USLL_A24",2005,1,29.4,29.236,29.154,29.156
25,"F25_USLL_A24",2005,2,33.331,31.986,34.971,32.911
25,"F25_USLL_A24",2005,3,45.935,44.239,49.486,45.257
25,"F25_USLL_A24",2005,4,21.663,21.963,21.492,21.388
25,"F25_USLL_A24",2006,1,82.594,84.705,83.299,81.614
25,"F25_USLL_A24",2006,2,131.499,138.716,138.513,134.458
25,"F25_USLL_A24",2006,3,84.613,89.011,85.835,84.719
25,"F25_USLL_A24",2006,4,17.547,17.464,17.682,17.362
25,"F25_USLL_A24",2007,1,74.972,77.404,71.145,76.713
25,"F25_USLL_A24",2007,2,57.498,52.612,55.544,57.273
25,"F25_USLL_A24",2007,3,114.224,117.047,116.568,110.828
25,"F25_USLL_A24",2007,4,159.716,170.509,162.641,154.031
25,"F25_USLL_A24",2008,1,61.148,62.401,55.559,63.82
25,"F25_USLL_A24",2008,2,101.094,106.514,89.026,106.05
25,"F25_USLL_A24",2008,3,11.639,12.363,11.262,11.804
25,"F25_USLL_A24",2008,4,27.41,26.226,29.26,26.662
25,"F25_USLL_A24",2009,1,28.967,28.422,29.789,28.589
25,"F25_USLL_A24",2009,2,70.192,65.449,75.531,68.448
25,"F25_USLL_A24",2009,4,15.698,15.589,15.851,15.631
25,"F25_USLL_A24",2010,1,49.836,49.948,52.01,49.019
25,"F25_USLL_A24",2010,2,121.997,118.16,134.959,122.502
25,"F25_USLL_A24",2010,4,71.518,73.517,71.386,70.739
25,"F25_USLL_A24",2011,1,122.481,127.973,114.32,121.868
25,"F25_USLL_A24",2011,2,114.514,122.012,108.291,117.008
25,"F25_USLL_A24",2011,3,32.258,32.464,31.245,31.733
25,"F25_USLL_A24",2011,4,24.171,23.833,24.198,23.613
25,"F25_USLL_A24",2012,1,107.889,100.705,106.548,102.955
25,"F25_USLL_A24",2012,2,99.814,94.147,108.645,95.729
25,"F25_USLL_A24",2012,3,25.63,25.339,26.024,25.097
25,"F25_USLL_A24",2012,4,49.473,48.839,51.347,47.789
25,"F25_USLL_A24",2013,1,140.941,134.492,155.773,132.93
25,"F25_USLL_A24",2013,2,107.209,109.872,105.242,109.716
25,"F25_USLL_A24",2013,3,23.536,23.757,23.34,23.462
25,"F25_USLL_A24",2013,4,53.037,53.829,52.661,52.303
25,"F25_USLL_A24",2014,1,49.432,51.31,46.766,50.267
25,"F25_USLL_A24",2014,2,117.059,108.928,121.98,114.613
25,"F25_USLL_A24",2014,3,37.404,36.361,37.097,36.888
25,"F25_USLL_A24",2014,4,18.108,17.69,18.315,17.98
25,"F25_USLL_A24",2015,1,97.462,89.093,99.312,95.907
25,"F25_USLL_A24",2015,2,186.301,169.191,187.186,180.155
25,"F25_USLL_A24",2015,3,23.789,23.264,24.328,23.498
25,"F25_USLL_A24",2015,4,47.322,46.048,46.552,46.824
25,"F25_USLL_A24",2016,1,153.271,148.432,139.638,153.885
25,"F25_USLL_A24",2016,2,297.981,251.141,306.716,298.008
25,"F25_USLL_A24",2016,3,143.556,138.471,151.114,144.143
25,"F25_USLL_A24",2016,4,9.199,9.039,9.047,9.191
25,"F25_USLL_A24",2017,1,34.844,34.561,33.301,34.843
25,"F25_USLL_A24",2017,2,22.416,21.89,22.199,22.198
25,"F25_USLL_A24",2017,3,17.849,17.029,17.547,17.955
25,"F25_USLL_A24",2018,1,18.201,17.352,17.796,18.322
25,"F25_USLL_A24",2018,2,28.932,29.321,27.889,28.869
25,"F25_USLL_A24",2018,3,26.251,25.681,26.704,25.763
25,"F25_USLL_A24",2018,4,35.199,32.605,34.392,35.254
25,"F25_USLL_A24",2019,1,17.984,17.106,18.138,17.817
25,"F25_USLL_A24",2019,2,15.139,14.876,15.286,14.905
25,"F25_USLL_A24",2019,3,25.48,23.452,24.945,25.625
25,"F25_USLL_A24",2019,4,14.591,13.931,14.304,14.7
25,"F25_USLL_A24",2020,1,26.704,26.866,27.795,26.332
25,"F25_USLL_A24",2020,3,34.04,32.594,31.784,34.717
25,"F25_USLL_A24",2020,4,6.558,6.391,6.54,6.575
25,"F25_USLL_A24",2021,1,29.206,27.391,29.27,29.219
25,"F25_USLL_A24",2021,3,27.059,25.792,27.297,26.993
25,"F25_USLL_A24",2021,4,31.764,30.861,32.507,31.669
25,"F25_USLL_A24",2022,1,50.789,48.459,53.294,50.499
25,"F25_USLL_A24",2022,2,35.064,35.065,33.554,35.221
25,"F25_USLL_A24",2022,3,82.216,78.116,88.491,81.725
25,"F25_USLL_A24",2022,4,50.24,48.429,54.708,50.193
25,"F25_USLL_A24",2023,1,36.536,37.403,35.874,36.635
25,"F25_USLL_A24",2023,2,24.953,24.963,25.133,25.02
25,"F25_USLL_A24",2023,3,39.902,39.259,40.126,39.988
25,"F25_USLL_A24",2023,4,29.472,29.776,28.035,29.433
25,"F25_USLL_A24",2024,2,29.302,29.648,28.321,29.313
25,"F25_USLL_A24",2024,3,26.226,26.046,25.503,26.054
25,"F25_USLL_A24",2024,4,29.702,29.689,28.75,29.618
26,"F26_TWLL_A35",2003,1,20.555,17.719,21.539,20.54
26,"F26_TWLL_A35",2003,3,3.297,3.364,3.235,3.296
26,"F26_TWLL_A35",2003,4,18.451,16.889,19.899,18.297
26,"F26_TWLL_A35",2004,1,87.395,69.867,92.865,88.22
26,"F26_TWLL_A35",2004,3,57.6,46.342,68.886,57.494
26,"F26_TWLL_A35",2004,4,103.024,137.513,78.341,102.161
26,"F26_TWLL_A35",2005,1,65.526,84.087,53.542,65.117
26,"F26_TWLL_A35",2005,3,6.662,6.487,6.742,6.666
26,"F26_TWLL_A35",2005,4,94.529,131.089,80.966,94.467
26,"F26_TWLL_A35",2006,1,49.569,62.324,45.063,49.853
26,"F26_TWLL_A35",2006,2,117.746,152.643,102.848,118.465
26,"F26_TWLL_A35",2006,3,11.73,11.62,11.853,11.745
26,"F26_TWLL_A35",2006,4,76.698,86.32,76.673,76.425
26,"F26_TWLL_A35",2007,1,209.565,255.855,204.629,210.553
26,"F26_TWLL_A35",2007,2,27.694,27.5,28.306,27.616
26,"F26_TWLL_A35",2007,4,110.477,146.476,92.096,111.408
26,"F26_TWLL_A35",2008,1,82.049,103.81,71.874,82.916
26,"F26_TWLL_A35",2008,2,48.507,60.455,42.961,48.986
26,"F26_TWLL_A35",2008,3,13.799,15.522,12.988,13.861
26,"F26_TWLL_A35",2008,4,31.669,29.106,34.499,31.619
26,"F26_TWLL_A35",2009,1,127.36,150.681,117.456,127.719
26,"F26_TWLL_A35",2009,4,14.827,13.313,15.783,14.839
26,"F26_TWLL_A35",2010,1,96.198,83.585,105.163,96.685
26,"F26_TWLL_A35",2010,2,15.771,15.796,15.881,15.866
26,"F26_TWLL_A35",2010,3,23.058,21.023,24.128,22.985
26,"F26_TWLL_A35",2010,4,36.611,34.674,37.388,36.435
26,"F26_TWLL_A35",2011,1,48.904,52.044,46.686,48.857
26,"F26_TWLL_A35",2011,2,4.266,4.333,4.207,4.276
26,"F26_TWLL_A35",2011,3,23.38,25.243,22.258,23.439
26,"F26_TWLL_A35",2011,4,28.764,30.274,28.119,28.811
26,"F26_TWLL_A35",2012,1,88.612,84.761,91.755,88.875
26,"F26_TWLL_A35",2012,4,52.54,53.802,51.345,52.185
26,"F26_TWLL_A35",2013,1,74.648,75.254,72.92,73.389
26,"F26_TWLL_A35",2013,4,62.517,65.764,61.499,61.683
26,"F26_TWLL_A35",2014,1,83.518,102.487,77.232,82.675
26,"F26_TWLL_A35",2014,4,35.785,33.782,36.63,35.575
26,"F26_TWLL_A35",2015,1,23.278,24.256,22.175,23.448
26,"F26_TWLL_A35",2015,4,25.756,21.639,29.175,25.612
26,"F26_TWLL_A35",2016,1,27.11,25.366,28.867,27.169
26,"F26_TWLL_A35",2016,2,6.897,6.926,6.943,6.91
26,"F26_TWLL_A35",2016,4,22.38,21.832,22.197,22.366
26,"F26_TWLL_A35",2017,1,35.73,33.867,36.449,35.727
26,"F26_TWLL_A35",2017,4,45.524,42.705,45.685,45.549
26,"F26_TWLL_A35",2018,1,107.03,124.032,95.92,107.537
26,"F26_TWLL_A35",2018,4,68.361,63.037,69.88,68.224
26,"F26_TWLL_A35",2019,1,182.689,172.971,174.267,180.104
26,"F26_TWLL_A35",2019,4,196.068,194.638,192.474,196.037
26,"F26_TWLL_A35",2020,1,38.505,40.153,39.356,38.373
26,"F26_TWLL_A35",2020,2,5.646,5.726,5.645,5.63
26,"F26_TWLL_A35",2020,4,367.228,415.663,326.738,369.446
26,"F26_TWLL_A35",2021,1,43.05,37.892,43.582,42.496
26,"F26_TWLL_A35",2021,2,35.3,34.842,36.029,35.515
26,"F26_TWLL_A35",2021,3,5.72,6.038,5.566,5.738
26,"F26_TWLL_A35",2021,4,54.911,52.12,53.145,54.495
26,"F26_TWLL_A35",2022,1,43.264,43.444,41.541,43.068
26,"F26_TWLL_A35",2022,2,70.104,75.322,69.939,70.426
26,"F26_TWLL_A35",2022,4,47.403,48.833,45.628,47.423
26,"F26_TWLL_A35",2023,1,29.021,28.113,29.062,29.023
26,"F26_TWLL_A35",2023,2,3.181,3.174,3.194,3.181
26,"F26_TWLL_A35",2023,4,199.334,225.509,171.854,200.211
26,"F26_TWLL_A35",2024,1,132.849,151.537,122.766,133.66
26,"F26_TWLL_A35",2024,2,36.499,38.718,35.008,36.733
26,"F26_TWLL_A35",2024,3,29.116,26.494,30.551,28.865
26,"F26_TWLL_A35",2024,4,100.849,113.434,92.988,101.578
29,"F29_CNLL_A35",2013,3,307.993,555.872,212.84,301.836
29,"F29_CNLL_A35",2014,3,29.009,24.48,30.992,29.355
29,"F29_CNLL_A35",2017,3,11.063,14.532,10.341,10.945
29,"F29_CNLL_A35",2018,3,11.148,14.098,10.312,11.025
29,"F29_CNLL_A35",2020,3,250.856,204.736,302.373,237.1
30,"F30_CNLL_A24",1997,3,32.219,27.595,33.007,32.749
30,"F30_CNLL_A24",1998,3,7.067,7.028,6.966,7.097
30,"F30_CNLL_A24",1999,3,16.021,15.435,15.933,16.106
30,"F30_CNLL_A24",2000,3,8.094,8.661,7.796,8.045
30,"F30_CNLL_A24",2004,3,26.998,24.997,26.857,27.257
30,"F30_CNLL_A24",2005,3,8.276,8.388,8.102,8.295
30,"F30_CNLL_A24",2006,3,34.857,27.394,37.81,35.564
30,"F30_CNLL_A24",2007,3,11.738,12.136,11.384,11.751
30,"F30_CNLL_A24",2008,3,6.988,6.962,6.906,7.007
30,"F30_CNLL_A24",2009,3,11.035,10.727,10.914,11.11
30,"F30_CNLL_A24",2010,3,8.395,8.331,8.266,8.434
30,"F30_CNLL_A24",2011,3,9.643,9.629,9.456,9.686
30,"F30_CNLL_A24",2012,3,8.34,8.387,8.168,8.376
30,"F30_CNLL_A24",2013,3,6.046,6.074,5.976,6.052
30,"F30_CNLL_A24",2014,3,25.554,30.57,23.683,25.367
30,"F30_CNLL_A24",2016,3,4.455,4.508,4.4,4.455
30,"F30_CNLL_A24",2017,3,9.583,9.547,9.445,9.61
30,"F30_CNLL_A24",2018,3,11.277,11.222,11.107,11.308
30,"F30_CNLL_A24",2019,3,5.519,5.597,5.437,5.52
30,"F30_CNLL_A24",2020,3,21.014,23.283,19.654,20.898
30,"F30_CNLL_A24",2021,3,11.354,10.948,11.256,11.444
30,"F30_CNLL_A24",2022,3,99.855,93.006,95.592,101.622
30,"F30_CNLL_A24",2023,3,4.268,4.15,4.318,4.27
30,"F30_CNLL_A24",2024,3,17.483,14.866,18.35,17.742
31,"F31_VULL_mt",2000,3,50.07,41.81,53.902,49.97
31,"F31_VULL_mt",2014,3,47.347,38.764,51.404,47.223
31,"F31_VULL_mt",2015,3,5.488,5.014,5.768,5.487
31,"F31_VULL_mt",2023,3,20.355,21.401,19.783,20.378
31,"F31_VULL_mt",2024,3,43.22,33.765,48.694,43.09
34,"F34_EPOSF_xx24",1995,3,67.426,55.231,69.341,67.141
34,"F34_EPOSF_xx24",1996,2,56.572,82.396,53.738,57.336
34,"F34_EPOSF_xx24",1996,3,35.661,30.456,35.948,35.289
34,"F34_EPOSF_xx24",1996,4,67.691,60.739,68.114,67.455
34,"F34_EPOSF_xx24",1997,2,44.26,36.254,45.08,43.531
34,"F34_EPOSF_xx24",1997,3,86.067,66.334,89.933,85.398
34,"F34_EPOSF_xx24",1997,4,15.503,15.054,15.683,15.567
34,"F34_EPOSF_xx24",1998,3,122.996,126.813,114.856,118.306
34,"F34_EPOSF_xx24",1998,4,20.556,19.474,20.395,20.299
34,"F34_EPOSF_xx24",1999,2,41.689,37.943,41.767,41.227
34,"F34_EPOSF_xx24",1999,3,27.667,26.415,27.553,27.416
34,"F34_EPOSF_xx24",2000,2,19.477,17.186,20.19,18.901
34,"F34_EPOSF_xx24",2000,3,210.608,258.46,175.249,224.184
34,"F34_EPOSF_xx24",2001,2,38.695,45.427,39.177,39.493
34,"F34_EPOSF_xx24",2001,3,78.194,51.114,82.68,77.563
34,"F34_EPOSF_xx24",2002,3,21.665,18.088,22.675,21.722
34,"F34_EPOSF_xx24",2003,3,289.222,278.601,235.942,282.203
34,"F34_EPOSF_xx24",2004,2,21.924,26.517,21.002,22.135
34,"F34_EPOSF_xx24",2004,3,66.612,96.076,60.594,66.663
34,"F34_EPOSF_xx24",2004,4,111.105,112.882,110.516,111.091
34,"F34_EPOSF_xx24",2005,2,118.417,115.383,116.792,119.412
34,"F34_EPOSF_xx24",2005,3,208.676,183.679,214.729,207.989
34,"F34_EPOSF_xx24",2005,4,12.997,12.707,13.202,13.066
34,"F34_EPOSF_xx24",2006,3,55.055,97.244,51.265,55.403
34,"F34_EPOSF_xx24",2006,4,58.514,71.254,55.767,57.313
34,"F34_EPOSF_xx24",2007,2,13.602,15.478,12.893,13.422
34,"F34_EPOSF_xx24",2007,3,41.701,38.074,42.212,41.37
34,"F34_EPOSF_xx24",2008,2,8.893,9.088,8.92,8.971
34,"F34_EPOSF_xx24",2008,3,357.822,219.905,379.539,349.351
34,"F34_EPOSF_xx24",2008,4,15.972,14.454,16.456,16.026
34,"F34_EPOSF_xx24",2009,2,35.702,44.571,34.237,36.091
34,"F34_EPOSF_xx24",2009,3,144.429,154.076,137.232,141.657
34,"F34_EPOSF_xx24",2009,4,80.81,63.181,86.046,81.207
34,"F34_EPOSF_xx24",2010,2,16.757,17.644,16.451,16.582
34,"F34_EPOSF_xx24",2010,3,179.707,128.087,186.352,175.607
34,"F34_EPOSF_xx24",2010,4,52.41,47.438,54.207,52.761
34,"F34_EPOSF_xx24",2011,2,62.838,68.102,61.247,63.368
34,"F34_EPOSF_xx24",2011,3,293.874,251.144,298.932,294.391
34,"F34_EPOSF_xx24",2011,4,70.99,63.034,72.647,70.312
34,"F34_EPOSF_xx24",2012,2,88.812,126.928,84.035,89.717
